Timestamps,Filtered Voltages,Envelope
5492.213379,0.00193,0.009504
5500.410645,-0.008852,0.009146
5508.60791,0.00571,0.008653
5516.805176,0.002946,0.008035
5525.002441,-0.007271,0.007318
5533.200195,0.003763,0.006537
5541.397461,0.002426,0.005739
5549.594727,-0.004961,0.004987
5557.791992,0.002689,0.004336
5565.989258,0.00122,0.003824
5574.186523,-0.003365,0.003474
5582.383789,0.002336,0.003267
5590.581543,0.000849,0.003169
5598.778809,-0.003113,0.003163
5606.976074,0.001787,0.003232
5615.17334,0.001925,0.003369
5623.370605,-0.003457,0.003562
5631.567871,0.000476,0.003775
5639.765137,0.00346,0.003957
5647.962891,-0.00319,0.004062
5656.160156,-0.001035,0.004045
5664.357422,0.003819,0.003872
5672.554688,-0.001993,0.00354
5680.751953,-0.001542,0.003068
5688.949219,0.002482,0.002486
5697.146484,-0.000726,0.001839
5705.344238,-0.000723,0.00117
5713.541504,0.000505,0.000508
5721.73877,-6e-05,0.000168
5729.936035,0.000629,0.000749
5738.133301,-0.001186,0.001325
5746.330566,7.2e-05,0.001894
5754.527832,0.002143,0.00247
5762.725098,-0.002582,0.003076
5770.922852,-0.000405,0.003724
5779.120117,0.004138,0.004412
5787.317383,-0.003742,0.005139
5795.514648,-0.001687,0.005899
5803.711914,0.006566,0.006672
5811.90918,-0.004552,0.007448
5820.106445,-0.003414,0.008211
5828.304199,0.008918,0.008938
5836.501465,-0.005124,0.009617
5844.69873,-0.004939,0.010235
5852.895996,0.010771,0.01077
5861.093262,-0.005636,0.011204
5869.290527,-0.005694,0.01152
5877.487793,0.011693,0.011696
5885.685547,-0.006309,0.011733
5893.882812,-0.004964,0.011649
5902.080078,0.011358,0.011467
5910.277344,-0.00754,0.011237
5918.474609,-0.002441,0.011002
5926.671875,0.00993,0.01078
5934.869141,-0.009068,0.010578
5943.066895,0.000959,0.010376
5951.26416,0.007576,0.010133
5959.461426,-0.009615,0.00983
5967.658691,0.003885,0.009443
5975.855957,0.00438,0.008959
5984.053223,-0.008316,0.008387
5992.250488,0.005399,0.007737
6000.448242,0.001027,0.007029
6008.645508,-0.005488,0.006304
6016.842773,0.005173,0.005582
6025.040039,-0.001414,0.00488
6033.237305,-0.00234,0.004197
6041.43457,0.003481,0.0035
6049.631836,-0.002005,0.002769
6057.829102,1.9e-05,0.002005
6066.026855,0.000708,0.001293
6074.224121,-0.000693,0.001087
6082.421387,0.001507,0.001738
6090.618652,-0.002649,0.002736
6098.815918,0.001408,0.003798
6107.013184,0.002801,0.004802
6115.210449,-0.005645,0.005671
6123.408203,0.002534,0.006328
6131.605469,0.004183,0.006708
6139.802734,-0.006643,0.006782
6148.0,0.001608,0.006533
6156.197266,0.004642,0.005975
6164.394531,-0.004567,0.005172
6172.591797,-0.000595,0.004227
6180.789551,0.003295,0.003311
6188.986816,-0.000496,0.002727
6197.184082,-0.002759,0.002808
6205.381348,0.001116,0.003489
6213.578613,0.00357,0.004443
6221.775879,-0.004755,0.005469
6229.973145,-0.000292,0.006475
6238.170898,0.006642,0.007413
6246.368164,-0.006881,0.008265
6254.56543,-0.000465,0.00901
6262.762695,0.008482,0.009614
6270.959961,-0.008667,0.01006
6279.157227,0.000196,0.010329
6287.354492,0.008723,0.010406
6295.551758,-0.009379,0.010314
6303.749512,0.001467,0.01009
6311.946777,0.007285,0.009785
6320.144043,-0.009188,0.009467
6328.341309,0.003216,0.009185
6336.538574,0.005123,0.008957
6344.73584,-0.008786,0.008788
6352.933105,0.004796,0.008655
6361.130859,0.003279,0.008532
6369.328125,-0.008268,0.008418
6377.525391,0.005792,0.008311
6385.722656,0.001789,0.008225
6393.919922,-0.007666,0.008194
6402.117188,0.006634,0.008237
6410.314453,0.000537,0.008371
6418.512207,-0.007581,0.008615
6426.709473,0.007726,0.008955
6434.906738,-0.0,0.009372
6443.104004,-0.008574,0.00985
6451.30127,0.008786,0.010351
6459.498535,0.000756,0.010841
6467.695801,-0.010373,0.01129
6475.893555,0.008916,0.011644
6484.09082,0.002826,0.011846
6492.288086,-0.011587,0.011846
6500.485352,0.007014,0.011588
6508.682617,0.005172,0.011032
6516.879883,-0.010153,0.010174
6525.077148,0.003006,0.009026
6533.274902,0.005746,0.007634
6541.472168,-0.005294,0.006112
6549.669434,-0.001364,0.004662
6557.866699,0.003563,0.003678
6566.063965,0.001173,0.003698
6574.26123,-0.004535,0.004668
6582.458496,0.000246,0.006035
6590.655762,0.006765,0.007452
6598.853516,-0.006823,0.008781
6607.050781,-0.001853,0.009959
6615.248047,0.010348,0.010945
6623.445312,-0.008938,0.011726
6631.642578,-0.001931,0.01229
6639.839844,0.011632,0.012605
6648.037109,-0.010336,0.01266
6656.234863,-0.000655,0.012435
6664.432129,0.010372,0.011913
6672.629395,-0.00983,0.011109
6680.82666,0.000945,0.010052
6689.023926,0.006809,0.008779
6697.221191,-0.007076,0.007364
6705.418457,0.002027,0.005878
6713.616211,0.002243,0.004398
6721.813477,-0.002951,0.003052
6730.010742,0.001986,0.002072
6738.208008,-0.001604,0.001911
6746.405273,0.001207,0.002522
6754.602539,0.000849,0.003328
6762.799805,-0.00368,0.004065
6770.997559,0.004096,0.004631
6779.194824,-0.000678,0.004997
6787.39209,-0.003801,0.005173
6795.589355,0.005028,0.00516
6803.786621,-0.001802,0.004982
6811.983887,-0.002681,0.00467
6820.181152,0.004231,0.004231
6828.378906,-0.001918,0.003685
6836.576172,-0.001341,0.003049
6844.773438,0.00231,0.002324
6852.970703,-0.00096,0.001535
6861.167969,-0.000175,0.000717
6869.365234,-0.000157,0.000235
6877.5625,0.000311,0.001015
6885.759766,0.001187,0.001811
6893.95752,-0.002503,0.002569
6902.154785,0.000733,0.003272
6910.352051,0.003073,0.003912
6918.549316,-0.00401,0.004501
6926.746582,-0.000213,0.005045
6934.943848,0.005125,0.005537
6943.141113,-0.004406,0.00598
