,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y
0,0.0,1072,341.99832511330646,13745.663156098088,1265.0,1442.0,-440.77261727545465,185.26673375000001,tall,13,17,0.0,0.0,190.0
1,8e-06,5233,-26667.182328450086,27330.13030227547,,,91.0253329139474,,,,,,,
2,1.6e-05,44906,15301.34143707734,31657.042565491993,,,343.9872912924161,,,,,,,
3,2.5e-05,65535,18542.78643951377,29851.431037740436,,,-389.1022134795469,,,,,,,
4,3.3e-05,1056,-28269.47189547194,29435.168586812077,,,21.095836886242008,,,,,,,
5,4.1e-05,37897,146.4147021915308,30098.950933439104,,,339.37425346252394,,,,,,,
6,4.9e-05,65535,28405.345351087122,30024.447481106243,,,-312.8326869755602,,,,,,,
7,5.7e-05,1088,-20433.577078934653,30032.916916695296,,,-42.116395514975125,,,,,,,
8,6.6e-05,28999,-11659.136884209605,29242.16770075133,,,326.24811019502226,,,,,,,
9,7.4e-05,65535,25867.479173286523,25874.534400343433,,,-241.28823471199226,,,,,,,
10,8.2e-05,5777,-7883.143502866758,21911.596360928736,,,-104.99149697743024,,,,,,,
11,9e-05,19716,-14095.049126314581,18742.374758079422,,,329.10673411244926,,,,,,,
12,9.8e-05,65535,12719.799581107229,14882.532932827406,,,-184.54837684276947,,,,,,,
13,0.000106,65215,2542.679501099996,10098.779329794486,,,-172.89638514461956,,,,,,,
14,0.000115,1040,-5715.184769614751,5868.620134933542,,,347.6637105437999,,,,,,,
15,0.000123,1072,-4602.0024180644305,5917.853517126461,,,-135.4326193254724,,,,,,,
16,0.000131,65535,5857.825882067017,10489.034596823309,,,-239.2313411218066,,,,,,,
17,0.000139,65535,9591.959955326376,15106.957534816704,,,359.4157000809012,,,,,,,
18,0.000147,1072,-18816.74409640424,19759.20959492945,,,-84.13226986829744,,,,,,,
19,0.000156,19748,1754.9616622479762,24342.470574474053,,,-283.7882589354871,,,,,,,
20,0.000164,65535,24985.875016121892,28284.710700733645,,,338.5625696806633,,,,,,,
21,0.000172,17604,-25871.023812918655,31931.319604869834,,,-32.109668592878066,,,,,,,
22,0.00018,15027,-5646.602998098271,34898.816894153235,,,-284.59204376865256,,,,,,,
23,0.000188,65535,34695.306056654,36418.420907183354,,,276.5879035385071,,,,,,,
24,0.000197,15427,-26601.066390972224,37265.55129836598,,,7.815748696341708,,,,,,,
25,0.000205,14371,-10802.488663026143,37875.12730537938,,,-235.2409873146486,,,,,,,
26,0.000213,65535,36901.38157884385,37739.69913716342,,,188.15784876550586,,,,,,,
27,0.000221,12307,-25189.852031398397,37242.64152841926,,,25.238773918829757,,,,,,,
28,0.000229,21253,-10131.92151022322,36525.06553944987,,,-153.78192402706028,,,,,,,
29,0.000238,65535,33794.6116979721,35180.5533850456,,,98.5321720540332,,,,,,,
30,0.000246,1296,-25982.633467667365,34020.0319592057,,,27.138429176974086,,,,,,,
31,0.000254,36696,-3574.6802390112284,33538.86194880594,,,-75.49484052032071,,,,,,,
32,0.000262,65535,29328.07136037626,33442.90205186916,,,23.884405779360304,,,,,,,
33,0.00027,1056,-30911.211491286384,34229.31376170221,,,40.5087413483982,,,,,,,
34,0.000278,52396,6177.1187831644675,35736.36626653261,,,-35.169190875086166,,,,,,,
35,0.000287,65535,26482.658550029297,37370.541065050784,,,-39.25015657962675,,,,,,,
36,0.000295,1056,-38785.91637815679,39491.90492486965,,,100.68940360291838,,,,,,,
37,0.000303,65231,15722.709513187403,41865.151013072384,,,-52.815552508180005,,,,,,,
38,0.000311,65535,25668.373820335637,44089.65134469817,,,-109.0020242265767,,,,,,,
39,0.000319,1072,-46321.56392710705,46407.30318965395,,,236.42007646175773,,,,,,,
40,0.000328,65535,22796.088746657522,48333.62346204033,,,-131.97533255529788,,,,,,,
41,0.000336,65535,24871.624531798894,49408.4617651644,,,-206.16127664447674,,,,,,,
42,0.000344,1056,-49950.87386558314,49966.0967143392,,,463.95374285390386,,,,,,,
43,0.000352,65535,26966.833570158764,49851.48341429607,,,-266.79886609780976,,,,,,,
44,0.00036,65535,21157.809221833086,48975.63548991653,,,-348.385510742223,,,,,,,
45,0.000369,1072,-47427.96960616037,47749.106152811444,,,791.5615312526047,,,,,,,
46,0.000377,65535,29117.589232552764,45913.18076017299,,,-446.856505630564,,,,,,,
47,0.000385,64671,12592.882717059421,43351.708030898815,,,-554.3537909906597,,,,,,,
48,0.000393,1072,-38618.331075771464,40586.941531343975,,,1224.9781441914222,,,,,,,
49,0.000401,65535,30267.303526228287,37640.13331670967,,,-654.1514676383078,,,,,,,
50,0.000409,44218,-390.87229869769806,34797.96790467123,,,-849.0831640105853,,,,,,,
51,0.000418,1024,-25337.45894410251,32677.03430871525,,,1764.573334025517,,,,,,,
52,0.000426,65535,30519.72785429089,31125.88686628889,,,-857.5603973867243,,,,,,,
53,0.000434,20052,-14827.202957886255,30280.76770341581,,,-1259.1818713715445,,,,,,,
54,0.000442,11394,-10454.940624595954,30248.464387959026,,,2394.29356344425,,,,,,,
55,0.00045,65535,28736.39223783187,30469.37015595694,,,-1014.1620280861908,,,,,,,
56,0.000459,1072,-26342.33911714923,30947.97978791211,,,-1795.7012869536482,,,,,,,
57,0.000467,39465,3289.2344277035613,31495.96640312075,,,3070.6277334807355,,,,,,,
58,0.000475,65535,23120.788423971073,31647.581550177718,,,-1081.5839922552425,,,,,,,
59,0.000483,1072,-31072.950519463662,31531.84519348975,,,-2433.104698247186,,,,,,,
60,0.000491,65535,14211.958634201352,30944.266094042876,,,3721.05426132658,,,,,,,
61,0.0005,65535,12426.536570728227,29716.828803128985,,,-1037.154558475003,,,,,,,
62,0.000508,1072,-27443.455875074615,28331.08171426838,,,-3098.0131294669823,,,,,,,
