,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y
0,0.0,1024,-672.1755086362889,21491.904742623956,630.0,809.0,-80.44970366056127,94.676232,tall,12,8,-5.710593137499643,-10.0,100.0
1,8e-06,1056,-39227.77121849181,41866.61791359582,,,96.85678357068821,,,,,,,
2,1.6e-05,65535,31971.95919464302,47300.710194278035,,,1.7010462138399594,,,,,,,
3,2.5e-05,55965,13065.383199767428,44151.84938814393,,,-99.3854681205067,,,,,,,
4,3.3e-05,1056,-41860.11945772908,42646.50768705241,,,82.85620594318341,,,,,,,
5,4.1e-05,65535,21210.69564101295,40485.319368390265,,,21.41479159744582,,,,,,,
6,4.9e-05,63999,22733.652038251603,38366.6546117318,,,-89.28705687664451,,,,,,,
7,5.7e-05,1072,-38317.535456549,38925.256709211724,,,52.761795899397185,,,,,,,
8,6.6e-05,65535,10560.657554703408,38397.46295567965,,,30.422697063301353,,,,,,,
9,7.4e-05,65535,24741.10568271963,34201.20466221827,,,-60.629747418990156,,,,,,,
10,8.2e-05,1072,-28251.92166938952,29688.83446548876,,,14.758013550365327,,,,,,,
11,9e-05,65535,2872.7043639317258,25339.467009435753,,,38.511760643603694,,,,,,,
12,9.8e-05,65535,17289.41648667457,20170.123028645827,,,-28.534993122868766,,,,,,,
13,0.000107,1072,-13479.21670704021,15403.402128949776,,,-32.25606710793503,,,,,,,
14,0.000115,1056,619.9090633861168,10119.048451676696,,,60.831442173815425,,,,,,,
15,0.000123,47483,1554.2727438037134,3170.66836607838,,,-1.8786258694292859,,,,,,,
16,0.000131,65535,2247.259117150733,5714.005646217113,,,-92.3056748675848,,,,,,,
17,0.000139,46171,4542.609526584355,11921.268680753625,,,101.88707183130066,,,,,,,
18,0.000148,1040,-18198.77149860842,18497.002239566747,,,19.316474428653766,,,,,,,
19,0.000156,65535,14957.915677228475,24615.637601959465,,,-158.27047828280766,,,,,,,
20,0.000164,65535,12659.03007780421,30215.508594427178,,,145.87931793820053,,,,,,,
21,0.000172,1024,-36210.55189955898,36304.323225358734,,,36.87554691665552,,,,,,,
22,0.00018,65535,22551.313899488054,41574.49405395421,,,-203.33457386191958,,,,,,,
23,0.000189,65535,20805.42022441913,45047.09220234823,,,163.12670641368888,,,,,,,
24,0.000197,1040,-47693.070136351074,47731.74967031615,,,44.664202208190225,,,,,,,
25,0.000205,65535,25610.805964227646,49424.865277071534,,,-190.69182876968753,,,,,,,
26,0.000213,65535,24538.278792560515,50051.963144293426,,,132.52989746589176,,,,,,,
