,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y
0,0.0,65535,675.0334753387833,18858.564173277624,351.0,529.0,33.42008062404057,54.94602749999999,tall,14,4,9.462322208025617,10.0,60.0
1,8e-06,65535,30371.951431148882,35623.21033006931,,,15.71607061497635,,,,,,,
2,1.6e-05,1056,-37131.245368597396,40935.532414996414,,,-43.62945796463638,,,,,,,
3,2.5e-05,65535,12307.341760702464,41996.47090931763,,,34.16750554229431,,,,,,,
4,3.3e-05,65535,25065.968538243756,43420.541931786654,,,-25.329688014973037,,,,,,,
5,4.1e-05,1056,-41193.36246241972,41248.038350600036,,,12.826302289487032,,,,,,,
6,4.9e-05,65535,18795.906570649106,39421.36403839796,,,50.30677125004533,,,,,,,
7,5.7e-05,65535,21552.87009632148,39988.626111823985,,,-130.94042392332565,,,,,,,
8,6.6e-05,1104,-39583.78026369688,39657.62963757959,,,94.85628755888743,,,,,,,
9,7.4e-05,65535,18477.72570985778,38107.00740343757,,,101.49203882091089,,,,,,,
10,8.2e-05,65535,16941.180037793198,35400.061510984386,,,-263.3432928298898,,,,,,,
11,9e-05,1040,-30113.727354856695,30143.262140788112,,,145.83264752466212,,,,,,,
12,9.8e-05,65535,13775.26643222326,24398.457140237413,,,191.90915844862718,,,,,,,
13,0.000107,65535,8061.47526935003,19640.276062576588,,,-367.5663252199262,,,,,,,
14,0.000115,1968,-14449.886885684544,14710.897382510828,,,122.17326496370495,,,,,,,
15,0.000123,1040,9379.269688057864,10688.07462236457,,,301.2929501731984,,,,,,,
16,0.000131,19780,-5832.937153636972,9596.923575250898,,,-396.33855805902255,,,,,,,
17,0.00014,65535,2613.960465682524,12234.108509586327,,,20.43577998743293,,,,,,,
18,0.000148,65535,9085.2153206962,17481.3972214255,,,388.31562643288305,,,,,,,
19,0.000156,1056,-22291.633190972185,22351.56862342822,,,-333.8537228803545,,,,,,,
20,0.000164,65535,15999.951833027433,27154.34512045878,,,-114.57139552454507,,,,,,,
21,0.000172,65535,13562.188296355605,32451.68567257479,,,407.06971415964557,,,,,,,
22,0.000181,1056,-37231.30765225394,37323.85836091133,,,-206.22184064860548,,,,,,,
23,0.000189,65535,23150.62576910908,41652.53601780308,,,-208.57796151775742,,,,,,,
24,0.000197,65535,20417.56123588394,45227.63690610649,,,331.9673695464408,,,,,,,
25,0.000205,1120,-47335.288608499184,47361.70321795045,,,-71.3236529884083,,,,,,,
26,0.000213,65535,24874.896822663995,48868.12750005528,,,-201.42516963729315,,,,,,,
27,0.000222,65535,25972.5544204204,50437.09752874454,,,182.50723078237442,,,,,,,
28,0.00023,1072,-51394.95813830803,51433.406999058214,,,13.235713738828023,,,,,,,
29,0.000238,65535,24103.048141318766,51771.51024361067,,,-103.40623665052286,,,,,,,
30,0.000246,65535,27155.503996937772,51452.57414636886,,,34.63557596907906,,,,,,,
31,0.000254,1120,-50008.6096970286,50022.75047989435,,,39.673645114896864,,,,,,,
32,0.000263,65535,23844.45715562003,48156.80820371679,,,-41.56037624255636,,,,,,,
33,0.000271,65535,22484.44353762063,46470.940805705,,,2.8105261119519667,,,,,,,
34,0.000279,1072,-44436.75147734352,44510.90755540877,,,103.39344318534508,,,,,,,
35,0.000287,65535,25685.247251310404,42394.91490351499,,,-266.45182866664976,,,,,,,
36,0.000295,53981,12162.906026986539,40223.63771967673,,,185.0164363549475,,,,,,,
37,0.000304,1024,-35725.64239233637,37671.25957442919,,,435.70675017757327,,,,,,,
38,0.000312,65535,29356.440507527983,35468.3585989247,,,-1097.277115397276,,,,,,,
39,0.00032,36568,-2180.9576510377756,34063.60990573242,,,583.2061094117598,,,,,,,
40,0.000328,1024,-24608.462178282756,33268.07630875189,,,1387.651488184515,,,,,,,
41,0.000336,65535,33144.82255177434,33482.5096871606,,,-2807.266138303845,,,,,,,
42,0.000345,19476,-17767.638453035346,34335.51129757257,,,1034.9774063132004,,,,,,,
43,0.000353,13187,-11922.559552592023,35292.86375110222,,,3347.3509581046246,,,,,,,
44,0.000361,65535,34660.009193554244,36557.6616286584,,,-5484.8405719643115,,,,,,,
45,0.000369,1360,-31046.719674863212,37728.273733981936,,,1203.132010982985,,,,,,,
46,0.000378,33032,1061.6746344888256,38717.39538384771,,,6601.038029936814,,,,,,,
47,0.000386,65535,31648.384704231255,39766.79465454185,,,-8931.430330354908,,,,,,,
48,0.000394,1072,-38475.94026268999,40305.91220469789,,,653.2899004750547,,,,,,,
49,0.000402,57374,12769.292487079127,40137.97116728974,,,11182.289333488172,,,,,,,
50,0.00041,65535,22811.977898672812,39369.13240967928,,,-12653.8308942464,,,,,,,
51,0.000419,1088,-37721.503494142904,37724.57576250644,,,-991.7894299971521,,,,,,,
52,0.000427,65535,21753.561129058282,35640.292518695576,,,16773.49461234544,,,,,,,
53,0.000435,65535,8601.457385116431,33584.9121322526,,,-15973.23500126418,,,,,,,
54,0.000443,1088,-28770.01659273804,31487.627728556618,,,-3876.339437162224,,,,,,,
55,0.000451,65535,26979.150599948476,29813.51677541762,,,22713.3639379731,,,,,,,
56,0.00046,34008,-8333.772712511538,28736.48440424941,,,-18221.7795571018,,,,,,,
57,0.000468,4609,-14164.934545148146,28140.593437633423,,,-7790.470263521154,,,,,,,
58,0.000476,65535,27722.154342030157,28401.394536979125,,,28126.44860705247,,,,,,,
59,0.000484,1072,-23578.011713230604,29223.21145518253,,,-18955.394316276128,,,,,,,
60,0.000492,62639,2028.3584087989511,30347.131902838355,,,-12165.836555980091,,,,,,,
61,0.000501,65535,23375.532380202094,31784.53980583212,,,32140.625302462133,,,,,,,
62,0.000509,1088,-32500.584521521225,32946.94574535352,,,-18099.15147430529,,,,,,,
63,0.000517,65535,16022.569491532518,33631.748660280806,,,-16204.675301434121,,,,,,,
64,0.000525,64159,13664.646899614565,33836.895700452995,,,34118.895192423224,,,,,,,
65,0.000533,1040,-32333.604894970533,33316.89604791857,,,-15966.03164167857,,,,,,,
66,0.000542,65535,25725.507816018577,32489.68329005421,,,-19102.1319542609,,,,,,,
67,0.00055,36152,-667.8839765398634,31746.37417762183,,,33823.103979383726,,,,,,,
68,0.000558,9490,-23532.151055162496,31168.519359166363,,,-13142.690002723135,,,,,,,
69,0.000566,65535,30927.00607972089,31244.980916830456,,,-20281.58454670638,,,,,,,
70,0.000574,1888,-17326.89341577741,32008.712189697104,,,31455.441502242542,,,,,,,
71,0.000583,35480,-9474.035873443545,33294.74660885919,,,-10290.636430081911,,,,,,,
72,0.000591,65535,32414.59331794191,35238.875561847424,,,-19558.90246968902,,,,,,,
73,0.000599,1056,-32790.225426582474,37485.19828692737,,,27572.473326559077,,,,,,,
74,0.000607,53309,5319.542386749354,39860.601610041624,,,-7940.571338795112,,,,,,,
75,0.000616,65535,30911.981080199927,42375.217415409184,,,-17181.189958154213,,,,,,,
76,0.000624,1072,-43548.08354982729,44562.301453758395,,,22909.50754655792,,,,,,,
77,0.000632,65423,17305.357382134564,46218.897674071304,,,-6353.43703877584,,,,,,,
78,0.00064,65535,26630.158031719264,47304.065455726915,,,-13730.02334712077,,,,,,,
79,0.000648,1056,-47574.38968864991,47581.29591255622,,,18177.806788792594,,,,,,,
80,0.000657,65535,25175.995191875536,47280.15553715517,,,-5493.670300299476,,,,,,,
81,0.000665,65535,19585.966947220666,46669.78486802868,,,-9925.883488936022,,,,,,,
82,0.000673,1040,-45159.32121736339,45643.668297389704,,,13903.675799570061,,,,,,,
83,0.000681,65535,29728.509309468023,44355.552729385556,,,-5116.033532518556,,,,,,,
84,0.000689,61230,10257.304582685867,42912.07795588784,,,-6409.993576862676,,,,,,,
85,0.000698,1072,-38618.41720697,41248.27454869757,,,10360.683712102542,,,,,,,
86,0.000706,65535,32683.272666196848,39738.895339413204,,,-4916.88860487103,,,,,,,
87,0.000714,36344,-59.30196767705049,38631.71092894569,,,-3589.9105582661205,,,,,,,
88,0.000722,1040,-31046.76515107408,37875.03092882747,,,7601.183846095603,,,,,,,
89,0.00073,65535,35344.0565387058,37619.728576021516,,,-4671.326496790937,,,,,,,
90,0.000739,10946,-9562.02117767366,37712.839869248484,,,-1599.2156353494393,,,,,,,
91,0.000747,1040,-24844.68003958366,37881.38248181831,,,5544.866320667585,,,,,,,
92,0.000755,65535,37938.93130791209,38243.25812908966,,,-4294.370306736974,,,,,,,
93,0.000763,1040,-16741.64389180189,38733.84104668892,,,-359.40014446967217,,,,,,,
94,0.000771,1056,-20862.019466959224,39247.45100516245,,,4064.903515397915,,,,,,,
95,0.00078,65535,39880.54636496072,39880.6963450578,,,-3817.008691492071,,,,,,,
96,0.000788,1024,-21048.52269709665,40397.739122225634,,,313.4157493750197,,,,,,,
97,0.000796,1136,-18562.604581722255,40585.27529091345,,,3034.968466505744,,,,,,,
98,0.000804,57726,40495.390406532264,40589.280101625984,,,-3316.974115028034,,,,,,,
99,0.000812,1024,-22908.81474539944,40403.93429807921,,,616.3702519922829,,,,,,,
100,0.000821,1472,-16901.937381919102,40060.428341658044,,,2339.3518023969814,,,,,,,
101,0.000829,55773,39544.69006990606,39733.36186762748,,,-2857.098570957228,,,,,,,
102,0.000837,1024,-23121.858520002817,39249.30809862686,,,709.7146080690974,,,,,,,
103,0.000845,2816,-15198.189001648072,38458.610627423644,,,1871.0439949390752,,,,,,,
104,0.000854,57550,37213.10716991006,37516.30452016842,,,-2459.9309682489184,,,,,,,
105,0.000862,1088,-22165.480793854964,36421.864710274,,,702.1201146957953,,,,,,,
106,0.00087,8129,-13445.82474317809,35218.32022919419,,,1536.3839777885744,,,,,,,
107,0.000878,58910,33766.7554062619,34065.65438693797,,,-2113.9311298974644,,,,,,,
108,0.000886,1232,-19947.719170357384,32785.41489081355,,,653.6525060019743,,,,,,,
109,0.000895,15011,-12039.873376626656,31224.595182816563,,,1265.238727552921,,,,,,,
110,0.000903,58414,29304.007215187838,29515.241373767163,,,-1791.8199856762149,,,,,,,
111,0.000911,3968,-16126.741986072886,27660.52090092952,,,586.7435254440203,,,,,,,
112,0.000919,19540,-11290.63845715867,25715.093671810373,,,1016.3672730637034,,,,,,,
113,0.000927,54957,23834.334486767002,23846.73401670401,,,-1468.014590652799,,,,,,,
114,0.000936,20276,-10666.67631744619,21922.977305502078,,,503.03369788846885,,,,,,,
115,0.000944,20228,-11148.357351431529,19829.98366020952,,,773.918089013935,,,,,,,
116,0.000952,47499,17564.4490150672,17762.950897678253,,,-1131.6773731008793,,,,,,,
117,0.00096,29575,-4157.21561026757,15852.582802226938,,,401.8800507761088,,,,,,,
118,0.000968,20132,-11279.648954226492,14199.44414258991,,,539.476729919407,,,,,,,
119,0.000977,40233,11075.375143734187,12966.669142903496,,,-793.7552362994041,,,,,,,
120,0.000985,36328,2330.080825858427,12088.807963951469,,,292.40531604146526,,,,,,,
121,0.000993,20084,-11325.204728645613,11445.221083354774,,,324.94812445224056,,,,,,,
122,0.001001,35304,5194.783735810114,11190.557633676994,,,-484.64018458898613,,,,,,,
123,0.001009,40393,7696.309874721862,11411.664779521978,,,193.3246626028224,,,,,,,
124,0.001018,19892,-11086.850087018227,11862.586779104631,,,146.99884360572594,,,,,,,
125,0.001026,32487,653.1149499865562,12333.461958259839,,,-241.0321161718148,,,,,,,
126,0.001034,42874,11245.634490187553,12763.017844535685,,,122.8222005026571,,,,,,,
127,0.001042,20260,-10539.01458454798,13049.101226228247,,,20.699306699759315,,,,,,,
128,0.00105,30551,-2224.638256292243,13251.580034587843,,,-87.10098618087926,,,,,,,
129,0.001059,43562,12856.393374948035,13491.86795214841,,,87.63233619885635,,,,,,,
130,0.001067,21717,-9730.261518947791,13610.440708662703,,,-48.39988706380277,,,,,,,
131,0.001075,28887,-3602.65057119494,13496.22241454988,,,-20.720053995553563,,,,,,,
132,0.001083,43802,12874.233199453958,13251.339107037746,,,80.712984982958,,,,,,,
133,0.001092,22757,-8692.505364235298,12873.483134986202,,,-70.03656834990673,,,,,,,
134,0.0011,28102,-3981.4981356077983,12428.355801158108,,,-14.971865534584184,,,,,,,
135,0.001108,42762,11859.555766661819,12058.875538253109,,,89.11370314842591,,,,,,,
136,0.001116,24694,-7422.214384843614,11640.428831637213,,,-66.11386406419449,,,,,,,
137,0.001124,27494,-3932.8875558104423,11071.948461888285,,,-35.090200279486936,,,,,,,
138,0.001133,41786,10346.286155171365,10464.722980222385,,,102.96889570412884,,,,,,,
139,0.001141,25590,-5922.068962696581,9825.787388599232,,,-57.48214297301268,,,,,,,
140,0.001149,27606,-3873.0745909065313,9202.89251565848,,,-56.914026291211805,,,,,,,
141,0.001157,40409,8706.789295990455,8720.17420618862,,,116.12129163775788,,,,,,,
142,0.001165,27558,-4251.632306643912,8255.65988561928,,,-51.52126670837949,,,,,,,
143,0.001174,26982,-3967.193929206526,7694.525786004357,,,-71.62393561972529,,,,,,,
144,0.001182,39001,7134.569709379576,7147.942221687367,,,121.25713890876817,,,,,,,
145,0.00119,29159,-2541.368891002437,6649.595273562646,,,-43.05289210511999,,,,,,,
146,0.001198,27174,-4169.606785211024,6217.600228749091,,,-77.31039709457572,,,,,,,
147,0.001206,37321,5698.796753450273,5934.611538523053,,,109.65125951726372,,,,,,,
148,0.001215,30711,-957.7629159096529,5687.136752799568,,,-26.596787437668315,,,,,,,
149,0.001223,26934,-4339.706408481038,5343.617997428422,,,-70.57947158577947,,,,,,,
150,0.001231,35944,4411.338843159339,5023.404997313235,,,77.42074232060473,,,,,,,
151,0.001239,31815,356.95314446125786,4803.034461844452,,,-6.138633188866401,,,,,,,
152,0.001247,27174,-4355.098810264595,4636.9508109245,,,-46.52670812235145,,,,,,,
153,0.001256,35080,3269.893597096787,4538.155657065905,,,30.315998569776543,,,,,,,
154,0.001264,32519,1332.5535167267797,4436.397627841954,,,6.396482886564706,,,,,,,
155,0.001272,27654,-4171.526152023317,4219.081156797853,,,-3.6147727273847656,,,,,,,
156,0.00128,33768,2272.2651364240887,4007.17529091649,,,-18.82627671985862,,,,,,,
157,0.001288,33304,1981.7948561592136,3909.8544416898326,,,0.022082413260622182,,,,,,,
158,0.001297,27862,-3822.2777015850056,3837.9989504853074,,,52.988748525295605,,,,,,,
159,0.001305,33016,1414.018031446354,3759.6566942426,,,-56.62122930225708,,,,,,,
160,0.001313,34072,2376.021579786589,3666.673702544633,,,-27.25000681372273,,,,,,,
161,0.001321,28134,-3379.9294360264644,3484.7196587118983,,,110.02285645803809,,,,,,,
162,0.00133,31879,682.7084998021724,3316.21019260554,,,-73.75692667752398,,,,,,,
163,0.001338,34168,2603.778204878044,3277.7462680497797,,,-63.153368099261726,,,,,,,
164,0.001346,28903,-2910.8721538365867,3260.117014320408,,,144.6445756554329,,,,,,,
165,0.001354,31543,57.13733424095963,3195.906571405389,,,-68.41387270856741,,,,,,,
166,0.001362,34200,2732.3578692396113,3120.1019312755034,,,-77.07591764272412,,,,,,,
167,0.001371,29191,-2446.493448410734,2994.4904674517998,,,126.33298596934895,,,,,,,
168,0.001379,30967,-484.27980470452525,2887.895936971755,,,-52.76924845635712,,,,,,,
169,0.001387,34536,2786.4693708692553,2903.181204539857,,,-20.35197534497053,,,,,,,
170,0.001395,29223,-1983.0951448605792,2925.768657860433,,,28.36327652159907,,,,,,,
