,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y
0,0.0,1072,-518.0721136285413,21862.96941548459,611.0,789.0,277.5855882546075,93.40824674999999,tall,17,7,23.962488974578182,40.0,90.0
1,8e-06,1072,-39826.050113498044,42480.340327841106,,,-238.53703817977032,,,,,,,
2,1.6e-05,65535,32445.893380721216,47910.53276890188,,,-78.98064888801333,,,,,,,
3,2.5e-05,65535,12941.031067766578,44599.22792936086,,,352.7435494951372,,,,,,,
4,3.3e-05,1072,-41989.6225261837,42881.60834119021,,,-268.4087881016524,,,,,,,
5,4.1e-05,65535,21779.58358733267,40354.06261779479,,,-106.06035590563535,,,,,,,
6,4.9e-05,65535,21594.394230920538,37794.68310030562,,,374.18097648132954,,,,,,,
7,5.7e-05,1104,-37561.800733356926,37949.19398960086,,,-250.69730611515448,,,,,,,
8,6.6e-05,65535,11701.059202277132,36972.99505291819,,,-119.80114397418394,,,,,,,
9,7.4e-05,65535,21991.46403124651,32344.1759397547,,,334.2584964153576,,,,,,,
10,8.2e-05,1072,-26778.65726867788,27478.27812962425,,,-186.96865649219617,,,,,,,
11,9e-05,65535,5066.331483574794,22667.626586320508,,,-120.11804049878535,,,,,,,
12,9.8e-05,65535,13162.679308641187,17127.808408345594,,,239.6240407656612,,,,,,,
13,0.000107,1024,-12038.12891223176,12470.952501637024,,,-82.68618808272096,,,,,,,
14,0.000115,1056,3837.1048447152225,7841.249716537871,,,-113.55274967155032,,,,,,,
15,0.000123,24325,-2810.704558931155,5069.153197446217,,,108.20016509969992,,,,,,,
16,0.000131,65535,2807.758242892998,10104.454225497033,,,48.072054713151346,,,,,,,
17,0.000139,65455,8142.9098841533,15574.723090277574,,,-106.48364865022569,,,,,,,
18,0.000148,1104,-21459.58094170593,21488.015713022618,,,-34.24676893099196,,,,,,,
19,0.000156,65535,14241.375146395601,27125.84556665974,,,182.57085602795402,,,,,,,
20,0.000164,65535,15923.418918032618,32226.754993102,,,-102.04828363655353,,,,,,,
