Unnamed: 0,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y,grid_distance,sensor_position,sensor_height
0,0.0,48059,404.2461605182631,21194.169736535157,1053.0,1230.0,238.8149251103773,155.25774950000002,tall,12.0,14.0,-3.576334374997351,-10.0,160.0,160.31219541881399,13.0,50.0
1,8e-06,65535,34156.085765982985,39794.973195208695,,,-209.35548990011665,,,,,,,,,,
2,1.6e-05,1056,-41015.886607040506,45406.66972879025,,,52.319193721430025,,,,,,,,,,
3,2.5e-05,65535,13465.365057554362,46058.38901353557,,,103.02432816066504,,,,,,,,,,
4,3.3e-05,65535,26619.874368853238,47135.607907982376,,,-193.69474089787664,,,,,,,,,,
5,4.1e-05,1056,-44258.38110142684,44261.97478045393,,,186.82485747213693,,,,,,,,,,
6,4.9e-05,65535,22524.401412272244,41908.98629859234,,,-48.24866748355063,,,,,,,,,,
7,5.7e-05,65535,19044.313285693628,42260.32064173975,,,-178.94248638732802,,,,,,,,,,
8,6.6e-05,1056,-41687.693762547984,41813.19059531674,,,315.8599413855636,,,,,,,,,,
9,7.4e-05,65535,25925.39959789163,40693.99990105408,,,-181.53590184114404,,,,,,,,,,
10,8.2e-05,65535,10040.005250439075,38705.29409810119,,,-169.79429118245665,,,,,,,,,,
11,9e-05,1072,-31995.17199723805,34127.09797037149,,,415.3277272321354,,,,,,,,,,
12,9.8e-05,65535,24844.21437850683,29501.76201452966,,,-267.1439669632633,,,,,,,,,,
13,0.000106,65535,-1689.859054314915,26032.7330209708,,,-177.5102219690645,,,,,,,,,,
14,0.000115,1040,-16848.88350462103,23029.804917589998,,,472.7860923733394,,,,,,,,,,
15,0.000123,65535,22146.588754290457,22162.7215185144,,,-285.4363880192179,,,,,,,,,,
16,0.000131,1344,-15691.8393540843,22883.495757011144,,,-208.74516146727032,,,,,,,,,,
17,0.000139,65327,-303.9472816353391,24395.3394540307,,,481.4460511936026,,,,,,,,,,
18,0.000147,65535,20427.36336551026,27345.156526586678,,,-234.27785559656516,,,,,,,,,,
19,0.000156,1072,-29598.466246858712,30169.664847731558,,,-253.20383891609856,,,,,,,,,,
20,0.000164,65535,13309.031029864333,33178.63334852761,,,437.24979450393306,,,,,,,,,,
21,0.000172,65535,20663.770831698745,37043.91943484364,,,-134.0835792025388,,,,,,,,,,
22,0.00018,1072,-40514.03888221662,40550.68994409082,,,-283.1439930534244,,,,,,,,,,
23,0.000188,65535,21501.043472614627,43498.85185238761,,,342.7896215454513,,,,,,,,,,
24,0.000197,65535,22227.735258000965,45814.501541101024,,,-22.71452766185939,,,,,,,,,,
25,0.000205,1072,-46742.9357598757,46754.07626319199,,,-267.9732108137161,,,,,,,,,,
26,0.000213,65535,24407.055956289216,47227.10111664983,,,211.33336576557215,,,,,,,,,,
27,0.000221,65535,23817.676726643564,48036.3550480022,,,61.86922605724495,,,,,,,,,,
28,0.000229,1072,-48525.2905112162,48527.473903773534,,,-193.1037200972929,,,,,,,,,,
29,0.000238,65535,24059.08793774465,48674.12875649073,,,62.45893676643304,,,,,,,,,,
30,0.000246,65535,24332.651391215102,48476.14143883271,,,101.87866551253371,,,,,,,,,,
31,0.000254,1072,-47419.33799918882,47419.72629740543,,,-67.29987227907488,,,,,,,,,,
32,0.000262,65535,22960.480222570262,46255.833207646494,,,-90.21276670696038,,,,,,,,,,
33,0.00027,65535,23117.20225867804,45638.84496166268,,,107.78988430891012,,,,,,,,,,
34,0.000278,1056,-44995.48212867414,44995.92432059988,,,87.58341004794046,,,,,,,,,,
35,0.000287,65535,22909.46100969275,44274.73772636846,,,-248.7661596317988,,,,,,,,,,
36,0.000295,65535,19710.161144954414,43436.18289674587,,,107.17859601127373,,,,,,,,,,
37,0.000303,1088,-41816.677773180905,41972.80402773389,,,255.39062078783687,,,,,,,,,,
38,0.000311,65535,24542.105815429422,40464.42622080212,,,-429.2002502919376,,,,,,,,,,
39,0.000319,55421,13597.104383492528,39379.47703758938,,,122.71764005878354,,,,,,,,,,
40,0.000328,1040,-37292.90389361668,38263.28209161969,,,438.92973072878135,,,,,,,,,,
41,0.000336,65535,27508.061145896943,37244.13563191539,,,-650.5788656540414,,,,,,,,,,
42,0.000344,41258,4349.181850009332,36243.13437089412,,,154.78724223129504,,,,,,,,,,
43,0.000352,1024,-30361.75173717556,34841.63371104036,,,662.0884596032022,,,,,,,,,,
44,0.00036,65535,30900.127665003714,33685.245746156805,,,-925.1905627561932,,,,,,,,,,
45,0.000369,25846,-7844.559952924737,33074.68373213874,,,177.1395858095677,,,,,,,,,,
46,0.000377,5313,-20476.46913410371,32891.13041914874,,,964.864003044169,,,,,,,,,,
47,0.000385,65535,33578.90970980833,33578.91542226739,,,-1255.9827388381389,,,,,,,,,,
48,0.000393,8242,-21594.16686301882,34767.66290594217,,,142.9433211617147,,,,,,,,,,
49,0.000401,22613,-8261.301596925783,36040.62305377759,,,1396.6972233661588,,,,,,,,,,
50,0.000409,65535,34265.24168042926,37630.22765510667,,,-1638.2882487314082,,,,,,,,,,
51,0.000418,1024,-34165.230359688874,39155.72379593065,,,-6.296883736324735,,,,,,,,,,
52,0.000426,42202,4568.194701895478,40598.82611528134,,,2007.5953455644644,,,,,,,,,,
53,0.000434,65535,31567.383358528063,42191.75619303357,,,-2057.5071735901665,,,,,,,,,,
54,0.000442,1040,-42115.59271722386,43350.09645868975,,,-331.9761058547133,,,,,,,,,,
55,0.00045,63999,15944.667645567106,43855.78725042982,,,2830.848440953364,,,,,,,,,,
56,0.000459,65535,24260.326133222185,43727.77135442511,,,-2479.229402195299,,,,,,,,,,
57,0.000467,1072,-42616.43058230146,42625.44474390027,,,-884.4206350788785,,,,,,,,,,
58,0.000475,65535,24327.977836842605,40923.64295778306,,,3854.814198429392,,,,,,,,,,
59,0.000483,65535,11967.422932468016,39028.36737981784,,,-2840.496833394825,,,,,,,,,,
