Unnamed: 0,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y,grid_distance,sensor_position,sensor_height
0,0.0,65535,54.32488722911244,8614.436476707457,1125.0,1303.0,155.496444226881,165.26074425000002,tall,12.0,15.0,-3.366460663429801,-10.0,170.0,170.29386365926402,13.0,50.0
1,8e-06,65535,18612.12005438955,18689.615495340517,,,-179.29626022172923,,,,,,,,,,
2,1.6e-05,35704,-6618.378358954107,24476.707520785665,,,19.84685750343966,,,,,,,,,,
3,2.5e-05,1024,-22088.00717679661,26993.88036830921,,,121.48358357777845,,,,,,,,,,
4,3.3e-05,65535,26474.469388517755,30929.630951035517,,,-100.5831119077158,,,,,,,,,,
5,4.1e-05,39001,5229.420141341474,35499.91175867837,,,-14.709024430832528,,,,,,,,,,
6,4.9e-05,1024,-36670.61502186157,38240.39459153795,,,66.30038737965857,,,,,,,,,,
7,5.7e-05,65535,28379.729053664694,40276.40569033825,,,-15.50127862534891,,,,,,,,,,
8,6.5e-05,47659,12027.637126366912,41391.25410451454,,,-34.98932699126576,,,,,,,,,,
9,7.4e-05,1024,-39221.3829380656,40060.22679802813,,,6.612437542904893,,,,,,,,,,
10,8.2e-05,65535,25222.718376851437,37686.69703006416,,,47.44423568930031,,,,,,,,,,
11,9e-05,56317,10555.12349131503,34887.31241731239,,,-32.9122297003357,,,,,,,,,,
12,9.8e-05,1024,-29765.35673060701,30681.404556309,,,-40.5086210294597,,,,,,,,,,
13,0.000106,65535,19817.68308895411,26060.90296970137,,,69.71914273179092,,,,,,,,,,
14,0.000115,64255,655.8192177389069,21585.94891845456,,,-6.768918125582777,,,,,,,,,,
15,0.000123,28582,-12443.249839178923,17186.802561023313,,,-66.87627972016534,,,,,,,,,,
16,0.000131,65535,15174.796180669897,15326.191472521385,,,48.37484944481939,,,,,,,,,,
17,0.000139,1120,-14563.556950041784,16576.603081821133,,,41.3713830339698,,,,,,,,,,
18,0.000147,65535,6591.871287296861,20094.457400330204,,,-76.56270182219633,,,,,,,,,,
19,0.000156,44122,12873.889421664984,25198.57533835619,,,-5.965655104418165,,,,,,,,,,
20,0.000164,1024,-30059.491930638716,30169.31113044005,,,108.1147105608004,,,,,,,,,,
21,0.000172,65535,21928.370183504005,34833.570241089044,,,-81.28275161860475,,,,,,,,,,
22,0.00018,46363,12448.345388629365,39065.392871195065,,,-77.1373046392176,,,,,,,,,,
23,0.000188,960,-41047.61956047089,42100.38589166941,,,188.7899212346352,,,,,,,,,,
24,0.000196,65535,30869.268123217626,44337.20959593398,,,-90.39438917923252,,,,,,,,,,
25,0.000205,48859,12015.500210524302,45974.07845670587,,,-151.6296109334438,,,,,,,,,,
26,0.000213,1024,-44850.18304115169,46542.08799102544,,,274.39847997255094,,,,,,,,,,
27,0.000221,65535,33762.551256038794,46401.592399916575,,,-102.4395461135306,,,,,,,,,,
28,0.000229,50732,9545.332065046709,45665.40689698448,,,-221.4822681118424,,,,,,,,,,
29,0.000237,1024,-41472.664469418094,43987.17397613243,,,349.043309017496,,,,,,,,,,
30,0.000246,65535,32909.8293318313,41907.69975393233,,,-104.62911745545355,,,,,,,,,,
31,0.000254,44250,3893.940739593872,39708.46914477923,,,-282.94815595959125,,,,,,,,,,
32,0.000262,1024,-32887.41805337444,37187.47964143086,,,393.52154871184007,,,,,,,,,,
33,0.00027,65535,30978.89972210945,34854.71858269964,,,-79.36389308249997,,,,,,,,,,
34,0.000278,28470,-4870.2766326056,32848.43372897232,,,-337.8435547841089,,,,,,,,,,
35,0.000287,7169,-21721.8126600715,31024.674290073595,,,395.3530625984712,,,,,,,,,,
36,0.000295,65535,29799.621619041834,29976.56954566597,,,-9.050336752768445,,,,,,,,,,
37,0.000303,11394,-15742.771406249974,29724.79058726445,,,-401.0721801880516,,,,,,,,,,
38,0.000311,21893,-10161.12342891626,30124.443901063067,,,356.2747029152593,,,,,,,,,,
39,0.000319,65535,29908.37752306459,31473.8545462215,,,128.13737435655284,,,,,,,,,,
40,0.000327,1088,-27241.073548352822,33330.324515706736,,,-507.0802991942437,,,,,,,,,,
41,0.000336,34696,496.9462582277332,35423.96973543815,,,286.5084017730524,,,,,,,,,,
42,0.000344,65535,30694.58125366545,37852.508933985,,,367.72635394705486,,,,,,,,,,
43,0.000352,1056,-37693.79032312402,40176.89382146612,,,-702.8515532854448,,,,,,,,,,
44,0.00036,48171,9698.76487243354,42347.24393034093,,,185.9318392609524,,,,,,,,,,
45,0.000368,65535,30799.504477521103,44495.62072087137,,,760.6570155374872,,,,,,,,,,
46,0.000377,1056,-45326.403075155176,46216.987514073015,,,-1024.1129398185492,,,,,,,,,,
47,0.000385,63231,17270.61977430637,47474.37022681778,,,26.04761127883792,,,,,,,,,,
48,0.000393,65535,28554.121318179616,48344.26491748597,,,1358.198631931875,,,,,,,,,,
49,0.000401,1056,-48399.66629510353,48508.761263581866,,,-1466.9800749254086,,,,,,,,,,
50,0.000409,65535,23164.11994102806,48095.370348430864,,,-250.94966899224943,,,,,,,,,,
51,0.000418,65535,22497.974311983504,47271.79865339767,,,2184.2483140371837,,,,,,,,,,
52,0.000426,1056,-45646.55465959497,45800.597080387815,,,-1973.431224616867,,,,,,,,,,
53,0.000434,65535,27358.19586757103,43854.4259386555,,,-710.0530489894534,,,,,,,,,,
54,0.000442,65535,12069.488888843496,41599.66029376421,,,3208.2447182024766,,,,,,,,,,
55,0.00045,1072,-36913.0241143323,38929.29150977108,,,-2442.041260669256,,,,,,,,,,
56,0.000458,65535,29749.94108599172,36236.996441389216,,,-1385.138956701916,,,,,,,,,,
57,0.000467,46299,-1711.44596885559,33804.94204574495,,,4332.952014310632,,,,,,,,,,
58,0.000475,1024,-23557.93268797325,31660.91014041624,,,-2763.481785706063,,,,,,,,,,
59,0.000483,65535,29947.936067138144,30224.4289724714,,,-2241.7153072860474,,,,,,,,,,
60,0.000491,17204,-16049.118677497549,29503.17809811618,,,5407.926738350711,,,,,,,,,,
61,0.000499,15187,-8185.525321725279,29315.9519279373,,,-2867.2904499376214,,,,,,,,,,
62,0.000508,65535,27140.6243466458,29728.04468363944,,,-3163.35601755466,,,,,,,,,,
63,0.000516,1072,-27080.144436665225,30325.66971246122,,,6269.376753035615,,,,,,,,,,
64,0.000524,52396,6289.704160864264,30874.00003865213,,,-2756.2882463615906,,,,,,,,,,
65,0.000532,65535,20328.860002677444,31357.161643488875,,,-3976.819695297219,,,,,,,,,,
66,0.00054,1072,-31385.10041681833,31427.82551606686,,,6791.74091962974,,,,,,,,,,
67,0.000549,65535,17740.30872474936,31111.97144286996,,,-2507.6401472423336,,,,,,,,,,
68,0.000557,55069,9006.130558981928,30546.25684175251,,,-4510.175052226281,,,,,,,,,,
69,0.000565,1024,-27583.198519852704,29672.35124314473,,,6927.10790846836,,,,,,,,,,
70,0.000573,65535,25407.416555852247,28894.888360051144,,,-2236.7438325710723,,,,,,,,,,
71,0.000581,22341,-6039.785864717832,28529.35248777017,,,-4658.17585602446,,,,,,,,,,
