Unnamed: 0,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y,grid_distance,sensor_position,sensor_height
0,0.0,1056,-363.6348881967924,21674.62450971065,1116.0,1295.0,2.580767501497128,163.99275899999998,tall,13.0,15.0,0.0,0.0,170.0,170.0,13.0,50.0
1,8e-06,1056,-38606.60855520703,41726.414069744846,,,-231.07643492909784,,,,,,,,,,
2,1.6e-05,65535,34297.51875363309,46818.11048252618,,,210.68978716992305,,,,,,,,,,
3,2.5e-05,65535,7137.1532969137725,43686.19272495651,,,41.415710770865886,,,,,,,,,,
4,3.3e-05,1040,-38663.35294333287,41685.19396405928,,,-251.90959943648124,,,,,,,,,,
5,4.1e-05,65535,27204.46603812577,37853.62223828906,,,185.9138872906028,,,,,,,,,,
6,4.9e-05,47323,10981.786230779127,34201.945138123454,,,86.61226974821957,,,,,,,,,,
7,5.7e-05,1024,-33283.88590845405,33756.69242560791,,,-262.2991172398826,,,,,,,,,,
8,6.6e-05,65535,20083.11900257813,32240.348335299856,,,148.00425850888905,,,,,,,,,,
9,7.4e-05,56061,8570.592021758135,27864.38192639742,,,118.7804415196122,,,,,,,,,,
10,8.2e-05,1072,-22455.05812811089,23613.52266729019,,,-237.3934264866248,,,,,,,,,,
11,9e-05,65535,14704.7845520161,18697.846729239394,,,97.3233123056247,,,,,,,,,,
12,9.8e-05,64127,-493.7315246161332,14026.269724245973,,,113.80210927625296,,,,,,,,,,
13,0.000107,29063,-7929.295581956067,12350.571852125708,,,-164.0188078692943,,,,,,,,,,
14,0.000115,65535,12055.116559432725,12341.012036126427,,,49.2573905027239,,,,,,,,,,
15,0.000123,1072,-14085.878900688123,15282.859177822082,,,56.19235127204291,,,,,,,,,,
16,0.000131,65535,7207.994263906544,20051.08734459492,,,-58.12526401521539,,,,,,,,,,
17,0.000139,43994,11936.546897954957,24105.9110121294,,,30.869858053178262,,,,,,,,,,
18,0.000147,1056,-28287.04286837894,28451.751861760604,,,-43.89031197219304,,,,,,,,,,
19,0.000156,65535,19811.336226096188,32394.58734597801,,,34.01727762273489,,,,,,,,,,
20,0.000164,46171,12941.916740345529,35760.86330022133,,,62.70383903004343,,,,,,,,,,
21,0.000172,1024,-38978.4239727864,39595.35955389267,,,-145.1112850409744,,,,,,,,,,
22,0.00018,65535,28002.73194485604,42635.77792572378,,,59.36962951286882,,,,,,,,,,
23,0.000188,48635,13037.098988268775,44085.2246997446,,,138.44190513528295,,,,,,,,,,
24,0.000197,1040,-43453.25228140002,44887.53184574175,,,-193.35744263145224,,,,,,,,,,
