Unnamed: 0,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y,grid_distance,sensor_position,sensor_height
0,0.0,63167,654.4046366874497,18702.99284334242,490.0,668.0,264.779265699904,75.37467875,tall,12.0,6.0,-7.125016348901798,-10.0,80.0,80.62257748298549,13.0,50.0
1,8e-06,65535,30150.663399124725,35368.19067585488,,,275.65787419159545,,,,,,,,,,
2,1.6e-05,1104,-36910.552973542006,40694.8907866363,,,-509.05014587664095,,,,,,,,,,
3,2.5e-05,65535,12209.5819037846,41832.127352653726,,,209.61383165171824,,,,,,,,,,
4,3.3e-05,65535,25147.47833918582,43359.57447364735,,,269.2582123232775,,,,,,,,,,
5,4.1e-05,1072,-41261.98064298437,41330.47492176933,,,-430.385520732055,,,,,,,,,,
6,4.9e-05,65535,18580.994694352208,39652.70935448047,,,162.95723362465742,,,,,,,,,,
7,5.7e-05,65535,22162.801630755683,40372.97390386274,,,210.1924203197766,,,,,,,,,,
8,6.6e-05,1072,-40077.48900848365,40193.40498703128,,,-327.29385028006897,,,,,,,,,,
9,7.4e-05,65535,18115.509003602438,38753.29075106298,,,134.44727099770714,,,,,,,,,,
10,8.2e-05,65535,18113.392465208683,36141.95064583606,,,136.93282119609916,,,,,,,,,,
11,9e-05,1056,-30984.337711674096,30985.79996189843,,,-239.5663250445706,,,,,,,,,,
12,9.8e-05,65535,13290.917023759486,25299.674565002824,,,119.59480968069838,,,,,,,,,,
13,0.000107,65535,9570.822260850744,20568.723301636925,,,84.0079813693211,,,,,,,,,,
14,0.000115,1056,-15473.985156986671,15555.40265744251,,,-186.05066623034767,,,,,,,,,,
15,0.000123,1104,8886.937214902937,11050.170070030925,,,109.31556010188964,,,,,,,,,,
16,0.000131,27174,-4416.741103508454,9054.392276542036,,,61.27710514801192,,,,,,,,,,
17,0.000139,65535,1734.9028358440646,11111.147988040888,,,-161.26411248428394,,,,,,,,,,
18,0.000148,64879,8756.800644975548,16384.71324973626,,,100.57309953488549,,,,,,,,,,
19,0.000156,1040,-21406.93161279813,21452.640866560527,,,52.59303690534538,,,,,,,,,,
20,0.000164,65535,15502.80225575138,26494.56344863009,,,-145.410300745302,,,,,,,,,,
21,0.000172,65535,13502.799838946714,32041.494423547247,,,96.4488188342758,,,,,,,,,,
22,0.00018,1056,-37067.216808801575,37152.50563356861,,,32.2849771374142,,,,,,,,,,
23,0.000188,65535,23127.10741105272,41693.255650707455,,,-115.75450548378552,,,,,,,,,,
24,0.000197,65535,20505.96173407991,45442.9626773228,,,95.5304904788502,,,,,,,,,,
25,0.000205,1040,-47667.7012804774,47698.09810992486,,,-15.579577556172858,,,,,,,,,,
26,0.000213,65535,25282.24222744207,49252.88308536659,,,-52.34180215851113,,,,,,,,,,
27,0.000221,65535,25791.31139484828,50780.93256393619,,,83.63335189415861,,,,,,,,,,
28,0.000229,1024,-51626.43258939312,51645.038822670846,,,-88.76763320008938,,,,,,,,,,
29,0.000238,65535,24829.849463095252,51775.051085638624,,,56.465416628494246,,,,,,,,,,
30,0.000246,65535,26101.135088410007,51177.10041772898,,,41.1049673382368,,,,,,,,,,
31,0.000254,1056,-49403.224612541664,49403.48655823617,,,-168.43138096647382,,,,,,,,,,
32,0.000262,65535,24762.59317260412,47152.93381129148,,,198.42121830921795,,,,,,,,,,
33,0.00027,64575,20036.345248266345,45057.30734138746,,,-36.50270398719591,,,,,,,,,,
34,0.000279,1040,-42435.366704547305,42710.91378356443,,,-217.4233393024412,,,,,,,,,,
35,0.000287,65535,26650.109407084747,40319.953137968325,,,312.5896490089905,,,,,,,,,,
36,0.000295,46299,8183.073591415418,38017.75183882701,,,-124.18727189852478,,,,,,,,,,
37,0.000303,1024,-32191.31295951096,35522.31792825907,,,-165.43315928740378,,,,,,,,,,
38,0.000311,65535,30173.2832215869,33620.460092651265,,,273.6750623010891,,,,,,,,,,
39,0.00032,28646,-7279.934481444116,32695.11962944888,,,-181.61759269088168,,,,,,,,,,
40,0.000328,4225,-19895.02891793317,32561.09616269396,,,111.98382003249732,,,,,,,,,,
