Unnamed: 0,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y,grid_distance,sensor_position,sensor_height
0,0.0,65535,143.4114547487582,20642.94543084805,388.0,566.0,61.587006167052245,61.849502750000006,short,10.0,4.0,-26.56505117707799,-30.0,60.0,67.08203932499369,13.0,33.0
1,8e-06,65535,37115.08154075624,39787.10615716756,,,20.057675538631305,,,,,,,,,,
2,1.6e-05,1040,-31516.82238970633,44656.40286625074,,,-13.78046500502216,,,,,,,,,,
3,2.5e-05,35848,-9451.77030593604,41408.72554357518,,,-81.02995656438378,,,,,,,,,,
4,3.3e-05,65535,37690.12083663442,39258.599208260806,,,101.84560469519172,,,,,,,,,,
5,4.1e-05,1392,-21820.413527709352,35935.03876657315,,,32.73626637329436,,,,,,,,,,
6,4.9e-05,26214,-16945.027870516256,32923.35691235743,,,-180.9392904173056,,,,,,,,,,
7,5.7e-05,65535,32628.039823525305,32807.34230564072,,,148.75557056424455,,,,,,,,,,
8,6.6e-05,8898,-10174.18048678468,31835.62138723992,,,50.90777906163381,,,,,,,,,,
9,7.4e-05,17316,-19701.15098089507,27675.56877537633,,,-202.73277322333053,,,,,,,,,,
10,8.2e-05,65535,22015.52676667826,23395.96625622388,,,151.71907373210533,,,,,,,,,,
11,9e-05,17412,147.79699082944012,19775.085020492083,,,24.06087653197577,,,,,,,,,,
12,9.8e-05,8290,-15398.989483699164,16095.8129838759,,,-138.8391429690307,,,,,,,,,,
13,0.000106,65535,7972.738817083714,12836.173047876498,,,123.60869435893404,,,,,,,,,,
14,0.000115,65535,5202.985525966985,9339.43449662174,,,-51.48338495216635,,,,,,,,,,
15,0.000123,1072,-3924.990955005614,5157.485503791979,,,-15.450475608390382,,,,,,,,,,
16,0.000131,1104,-5394.488739866772,5488.885793628535,,,91.45644389233492,,,,,,,,,,
17,0.000139,65535,2684.899398108776,9527.62742515165,,,-160.18352833576398,,,,,,,,,,
18,0.000147,65535,11543.630548960087,13934.419115129467,,,117.19855605854116,,,,,,,,,,
19,0.000156,1120,-14002.272730465826,17717.436479280834,,,81.81348660862126,,,,,,,,,,
20,0.000164,7745,-6039.134432515482,21469.27150763453,,,-270.26184424218945,,,,,,,,,,
21,0.000172,65535,25790.826585689763,26034.270644839435,,,206.0821054811985,,,,,,,,,,
22,0.00018,29431,-16415.723626099985,30061.540527623125,,,107.02577201068388,,,,,,,,,,
23,0.000188,3392,-16222.317767808772,32594.39409888444,,,-346.2031288195861,,,,,,,,,,
24,0.000197,65535,34495.19844242252,34522.01777859611,,,219.04887755681423,,,,,,,,,,
25,0.000205,27366,-14804.786317746652,35814.080743941115,,,160.08715573401764,,,,,,,,,,
26,0.000213,2688,-22410.74884803083,36378.03013830436,,,-365.9568030553844,,,,,,,,,,
27,0.000221,65535,36520.49395889964,36952.18745589983,,,158.5254894116332,,,,,,,,,,
28,0.000229,24245,-13407.533264671474,36885.34448716396,,,220.9295399764277,,,,,,,,,,
29,0.000238,9346,-21428.652976461224,35563.8536449323,,,-331.8497023274208,,,,,,,,,,
30,0.000246,65535,33948.66506924072,34033.379575493374,,,57.68597200179149,,,,,,,,,,
31,0.000254,11570,-15834.00745917342,32497.995239565767,,,266.8380231172043,,,,,,,,,,
