Unnamed: 0,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y,grid_distance,sensor_position,sensor_height
0,0.0,65535,137.0915392716862,18703.189817094924,691.0,868.0,-212.425102093356,101.86148175,short,12.0,9.0,-5.194428907734806,-10.0,110.0,110.45361017187261,13.0,33.0
1,8e-06,65535,33163.387688298986,35987.30520040942,,,245.2956032122124,,,,,,,,,,
2,1.6e-05,1216,-30456.540597332325,40721.23711003031,,,40.94326174994325,,,,,,,,,,
3,2.5e-05,37001,-5010.428661808526,38852.46217987763,,,-270.69943386474034,,,,,,,,,,
4,3.3e-05,65535,34772.990280719416,38193.44670607428,,,152.88403333651,,,,,,,,,,
5,4.1e-05,1136,-27339.387433251817,35952.64774096401,,,144.96107940254237,,,,,,,,,,
6,4.9e-05,27206,-8246.734364687829,34006.408242026955,,,-241.00459334855216,,,,,,,,,,
7,5.7e-05,65535,33843.613095059336,34977.01507195312,,,45.24684883933275,,,,,,,,,,
8,6.6e-05,6753,-24237.79390709433,35071.759638057,,,160.7238711881856,,,,,,,,,,
9,7.4e-05,17988,-7748.018439315759,32842.328950317,,,-135.17121897870186,,,,,,,,,,
10,8.2e-05,65535,28731.340942139694,30544.73193661699,,,-24.21713365049402,,,,,,,,,,
11,9e-05,15395,-21236.884292583138,27335.717414617506,,,79.78737462753618,,,,,,,,,,
12,9.8e-05,8802,-2418.801261026249,23886.589867998595,,,-6.754846198243203,,,,,,,,,,
13,0.000106,65535,19074.557502799267,22037.731109066,,,-20.83315373283683,,,,,,,,,,
14,0.000115,24165,-18738.82531742414,20190.65842558549,,,-57.58174039652503,,,,,,,,,,
15,0.000123,60254,7297.190676984083,18572.19046393201,,,86.12164609508389,,,,,,,,,,
16,0.000131,65215,6413.938231843762,18567.04545526325,,,44.2576200203879,,,,,,,,,,
17,0.000139,1152,-17169.944252220015,18917.01637105099,,,-186.41959964227905,,,,,,,,,,
18,0.000147,65535,19160.97758785869,20638.250803991657,,,123.29784311604614,,,,,,,,,,
19,0.000156,3616,-6406.312145375958,23474.915543568142,,,112.4053289953128,,,,,,,,,,
20,0.000164,23877,-16426.332065547158,26358.64922520908,,,-256.2849836247077,,,,,,,,,,
21,0.000172,65535,29883.037440429773,29935.21355126653,,,145.26065234962573,,,,,,,,,,
22,0.00018,5793,-16677.8647898773,33184.76146200212,,,101.54510699834408,,,,,,,,,,
23,0.000188,21957,-15639.54547506488,35197.08949273793,,,-263.82461280381443,,,,,,,,,,
24,0.000197,65535,36569.26069927274,36807.22110363665,,,246.47622798387604,,,,,,,,,,
25,0.000205,8129,-23181.41684498072,37785.80284582025,,,-58.67991266801606,,,,,,,,,,
26,0.000213,18884,-13529.81691498772,38171.3241199117,,,-266.622541368324,,,,,,,,,,
27,0.000221,65535,38057.68202575761,38789.87441993741,,,549.5091630414673,,,,,,,,,,
28,0.000229,10882,-26635.803840824497,38950.563806956096,,,-394.9700789337172,,,,,,,,,,
29,0.000237,17572,-9147.329230371372,38278.86446026836,,,-382.1229463813244,,,,,,,,,,
30,0.000246,65535,35362.87823739677,37541.82706289852,,,1172.6539826707983,,,,,,,,,,
31,0.000254,5201,-29030.08680589356,36576.1204528691,,,-864.7705345374027,,,,,,,,,,
32,0.000262,27526,-2493.291402192681,35702.45753218631,,,-774.7715695110066,,,,,,,,,,
33,0.00027,65535,30966.132575704847,35711.07949369361,,,2191.3553919480205,,,,,,,,,,
34,0.000278,1072,-32313.80711290036,36011.060661733485,,,-1341.6146241589458,,,,,,,,,,
35,0.000287,44314,5414.12467631241,36454.69449262914,,,-1619.5051651663698,,,,,,,,,,
36,0.000295,65535,27365.81173461043,37393.89252526008,,,3593.3552218036875,,,,,,,,,,
37,0.000303,992,-37230.6751597062,38316.15726840838,,,-1630.9610312992186,,,,,,,,,,
38,0.000311,59886,13071.693811227826,39502.21329757886,,,-3031.1897442443183,,,,,,,,,,
39,0.000319,65535,25695.56528623596,41348.92273464091,,,5247.284081987418,,,,,,,,,,
40,0.000328,1088,-42885.80765400772,43175.28383629931,,,-1535.264955936877,,,,,,,,,,
41,0.000336,65535,19266.710033596675,44853.92657718967,,,-4979.661949822935,,,,,,,,,,
42,0.000344,65535,25134.027906332325,46376.52108728893,,,6916.644505372219,,,,,,,,,,
43,0.000352,1072,-47171.8665500348,47189.36222432769,,,-955.563889736498,,,,,,,,,,
44,0.00036,65535,23611.32712895553,47618.19769367113,,,-7239.6106774076015,,,,,,,,,,
