Unnamed: 0,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y,grid_distance,sensor_position,sensor_height
0,0.0,65535,344.62106669029447,20019.7509606377,862.0,1040.0,81.15951452212273,129.052721,short,18.0,11.0,21.03751102542181,50.0,130.0,139.2838827718412,13.0,33.0
1,8e-06,65535,32228.75275766199,37663.77349614376,,,118.94674525624929,,,,,,,,,,
2,1.6e-05,1040,-39327.783532800975,43253.87348474426,,,-231.55090068280887,,,,,,,,,,
3,2.5e-05,65535,13736.525780752942,44353.54279532681,,,237.3447557884504,,,,,,,,,,
4,3.3e-05,65535,25125.6535043829,45795.00245650461,,,-70.81087789239528,,,,,,,,,,
5,4.1e-05,1088,-43477.691880309045,43479.19923979211,,,-221.06753908379468,,,,,,,,,,
6,4.9e-05,65535,23028.31042000764,41645.41505937243,,,371.3001662744488,,,,,,,,,,
7,5.7e-05,65535,18480.916272376504,42305.38790437008,,,-154.20343570031918,,,,,,,,,,
8,6.6e-05,1088,-42049.86995207222,42218.1842171273,,,-261.8973968545825,,,,,,,,,,
9,7.4e-05,65535,26484.63158945896,41430.82209215092,,,421.2232040992833,,,,,,,,,,
10,8.2e-05,65535,10560.098123368418,39658.98199291504,,,-120.02842097750762,,,,,,,,,,
11,9e-05,1136,-33336.44432104196,35312.94203679957,,,-304.849455246708,,,,,,,,,,
12,9.8e-05,65535,25272.36173564356,30762.62647528816,,,365.1567818749984,,,,,,,,,,
13,0.000107,65535,-291.8505115286944,27204.46313933171,,,-18.83868281683761,,,,,,,,,,
14,0.000115,1056,-18706.688675229994,23963.163823183524,,,-296.8358690295832,,,,,,,,,,
15,0.000123,65535,22303.305387482003,22496.421216747345,,,230.427988909348,,,,,,,,,,
16,0.000131,8145,-13851.992079802973,22499.501844786555,,,70.21913983200595,,,,,,,,,,
17,0.000139,57454,-2121.12958357762,23358.726650989327,,,-210.5234364963634,,,,,,,,,,
18,0.000147,65535,20256.047174433774,25862.927086302025,,,76.07706268122753,,,,,,,,,,
19,0.000156,1056,-27783.48514511515,28552.47465291525,,,81.59364895603444,,,,,,,,,,
20,0.000164,65535,11955.027414913004,31568.93887854711,,,-55.017169443440174,,,,,,,,,,
21,0.000172,65535,20210.085941051377,35478.60521092751,,,-38.586518689644606,,,,,,,,,,
22,0.00018,1040,-39044.17900389091,39092.338611137646,,,-9.010782113579117,,,,,,,,,,
23,0.000188,65535,20745.79573557397,42172.58709020568,,,134.51735084654734,,,,,,,,,,
24,0.000197,65535,21641.54429005434,44623.494318120975,,,-79.72137591915411,,,,,,,,,,
25,0.000205,1088,-45733.958157420166,45747.15980109721,,,-183.26785792729288,,,,,,,,,,
26,0.000213,65535,24090.91864343506,46399.561285685726,,,317.00457695942384,,,,,,,,,,
27,0.000221,65535,23358.69507263358,47342.9954609712,,,-45.03270963006476,,,,,,,,,,
28,0.000229,1072,-47980.46165941755,47981.81021240067,,,-398.4377964828152,,,,,,,,,,
29,0.000238,65535,23843.14356163715,48284.58654148661,,,459.0051072952275,,,,,,,,,,
