Unnamed: 0,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y,grid_distance,sensor_position,sensor_height
0,0.0,65535,-331.9604461886866,14589.460648191023,454.0,632.0,-750.0188957270057,70.72539950000001,short,13.0,4.0,0.0,0.0,60.0,60.0,13.0,50.0
1,8e-06,9346,-23892.556545966127,27732.800181066807,,,35.97426931592065,,,,,,,,,,
2,1.6e-05,65535,28866.559645983256,32271.10216315712,,,595.0428670270218,,,,,,,,,,
3,2.5e-05,1888,-8085.70190758886,33524.9514642678,,,-549.712269997731,,,,,,,,,,
4,3.3e-05,26374,-22632.39349388877,35109.332218954936,,,5.4570632899462606,,,,,,,,,,
5,4.1e-05,65535,33600.91460710961,34143.230565895574,,,409.7249566035504,,,,,,,,,,
6,4.9e-05,9714,-10577.655031690469,33479.71426130219,,,-348.5940777770861,,,,,,,,,,
7,5.7e-05,16724,-24575.63669763078,34836.11880411177,,,20.051115960041827,,,,,,,,,,
8,6.6e-05,65535,33691.44799048914,35467.774937979564,,,193.072580091364,,,,,,,,,,
9,7.4e-05,18244,-6468.884044699194,34608.08020330016,,,-180.06424934690327,,,,,,,,,,
10,8.2e-05,7969,-25445.525750120287,32723.295760760404,,,87.01055273290856,,,,,,,,,,
11,9e-05,65535,26266.45909756928,29163.99124272363,,,-15.968809261119343,,,,,,,,,,
12,9.8e-05,26694,705.4384487079236,25192.42680308098,,,-71.2698049450599,,,,,,,,,,
13,0.000106,1056,-20460.803431473025,22036.84505653641,,,174.2428426066014,,,,,,,,,,
14,0.000115,65535,12918.722077919225,18372.89863375329,,,-166.84828855052749,,,,,,,,,,
15,0.000123,65535,4855.690523203851,13409.475910048392,,,-19.09501901211525,,,,,,,,,,
16,0.000131,1088,-7993.064807854513,7993.5825617534365,,,228.89694506722944,,,,,,,,,,
17,0.000139,1104,-1011.6208032090592,3342.603869906281,,,-231.87402735660163,,,,,,,,,,
18,0.000147,65535,1597.3397632058009,5421.95403240783,,,9.411488071622143,,,,,,,,,,
19,0.000156,65535,8957.252056707985,9855.613777978642,,,211.20910021647595,,,,,,,,,,
20,0.000164,6545,-9933.060478629552,14512.546975590902,,,-223.64852604419852,,,,,,,,,,
21,0.000172,1024,-8623.421916642854,19691.65962612944,,,54.28879256924665,,,,,,,,,,
22,0.00018,65535,24640.71294828324,24663.608928173948,,,121.95178157076649,,,,,,,,,,
23,0.000188,39529,-11710.457905957348,29083.713424321308,,,-186.6029969658948,,,,,,,,,,
24,0.000197,1056,-20862.9305690889,32756.193941703783,,,132.42123487028832,,,,,,,,,,
25,0.000205,65535,34275.82910385282,35197.020621017706,,,7.329261170599689,,,,,,,,,,
26,0.000213,37369,-8776.106712604986,36922.14468874916,,,-167.7966080254444,,,,,,,,,,
27,0.000221,1024,-28991.17237436001,38462.94170963256,,,219.13772804970665,,,,,,,,,,
28,0.000229,65535,36680.750554898106,39225.60861317997,,,-65.06549273221619,,,,,,,,,,
29,0.000237,34344,-6097.244522621459,38996.64302149197,,,-183.7534918015047,,,,,,,,,,
30,0.000246,1152,-29263.969836590026,38023.551843974434,,,258.5659914087638,,,,,,,,,,
31,0.000254,65535,34184.497493131574,36177.79203776061,,,-50.6120326374507,,,,,,,,,,
32,0.000262,21621,-7911.903428900972,34019.591222334595,,,-206.67557114553696,,,,,,,,,,
33,0.00027,14163,-21812.23569232281,32254.433193574878,,,205.5289097361556,,,,,,,,,,
34,0.000278,65535,30503.69401102785,30717.50649624618,,,32.495835124517605,,,,,,,,,,
35,0.000287,4657,-15536.532504235374,29718.27011404413,,,-186.23532538875216,,,,,,,,,,
36,0.000295,29847,-9706.392920404423,29641.491680503845,,,79.15065445957629,,,,,,,,,,
37,0.000303,65535,28388.2309877719,30238.513722811906,,,97.3195000018649,,,,,,,,,,
38,0.000311,1056,-27195.515199936435,31838.503732984784,,,-100.87897769093134,,,,,,,,,,
39,0.000319,43258,3168.1524098423565,34387.42007384902,,,-7.664273559235707,,,,,,,,,,
40,0.000328,65535,28388.58851921089,37360.11187124578,,,29.16713501903693,,,,,,,,,,
41,0.000336,1072,-39326.16590623563,40710.24550768564,,,-8.022388038102022,,,,,,,,,,
42,0.000344,56045,13930.348169863197,43928.35948954684,,,128.48451194051188,,,,,,,,,,
43,0.000352,65535,29010.100609918896,46468.35281016677,,,-243.7156179517255,,,,,,,,,,
44,0.00036,1056,-48226.78062417081,48517.3662214086,,,-56.59934828547336,,,,,,,,,,
45,0.000369,65535,21437.69574824496,50013.30954254481,,,667.039048819705,,,,,,,,,,
46,0.000377,65535,27753.778223778078,50858.09867851573,,,-688.7024871406252,,,,,,,,,,
47,0.000385,1056,-51256.20584792674,51269.07953724327,,,-445.4313895725588,,,,,,,,,,
48,0.000393,65535,26001.68929127785,50943.34180972686,,,1691.8750177812458,,,,,,,,,,
49,0.000401,65535,22411.78252284496,49632.7282045676,,,-1153.0773907983585,,,,,,,,,,
50,0.000409,1088,-47405.45489453928,47673.26567924339,,,-1342.7013460614617,,,,,,,,,,
51,0.000418,65535,28567.674172221585,45147.0809370389,,,3129.2534230947635,,,,,,,,,,
52,0.000426,65407,12176.621578558344,42233.74726328191,,,-1406.4483175050025,,,,,,,,,,
53,0.000434,1072,-37374.60993249287,39384.08372616256,,,-2803.8638939860853,,,,,,,,,,
54,0.000442,65535,29843.29916118548,36533.5678705097,,,4747.127150872278,,,,,,,,,,
55,0.00045,44506,-1741.1712742664547,33787.35881386411,,,-1224.4347893881902,,,,,,,,,,
56,0.000459,1024,-23260.085755959248,31586.888587357764,,,-4723.943525391201,,,,,,,,,,
57,0.000467,65535,29721.23825919236,29946.25741041899,,,6216.891994502661,,,,,,,,,,
58,0.000475,17844,-16245.115771110282,29117.43238503395,,,-480.7027783928447,,,,,,,,,,
59,0.000483,14403,-7884.573111707858,29216.497690146884,,,-6841.215473908557,,,,,,,,,,
60,0.000491,65535,27214.36318428256,29786.037149512904,,,7213.750114996578,,,,,,,,,,
61,0.0005,1056,-27332.13987758817,30661.46316028428,,,784.7991598268476,,,,,,,,,,
62,0.000508,47995,6101.337861052978,31479.612069741976,,,-8790.64342042509,,,,,,,,,,
63,0.000516,65535,20967.026384993344,31793.77860402232,,,7522.899940567027,,,,,,,,,,
64,0.000524,1040,-31647.588388055003,31723.75621315564,,,2345.955794494966,,,,,,,,,,
65,0.000532,65535,17014.74961147248,31243.953430474536,,,-10196.30547178324,,,,,,,,,,
66,0.00054,58590,10168.633140578497,30389.45145066185,,,7118.870256699406,,,,,,,,,,
67,0.000549,1024,-27941.34593667916,29530.13944542612,,,3836.336750948993,,,,,,,,,,
68,0.000557,65535,24429.7952587054,28689.9749309333,,,-10784.076195446109,,,,,,,,,,
69,0.000565,22933,-4569.974513928458,28071.83224317849,,,6185.233726456461,,,,,,,,,,
70,0.000573,15651,-17638.847966890884,28112.95244119705,,,4862.966939763268,,,,,,,,,,
71,0.000581,65535,28795.28225211772,28827.34980614118,,,-10477.934124488394,,,,,,,,,,
72,0.00059,2128,-20928.4219260861,30387.23157415264,,,5050.73111113639,,,,,,,,,,
73,0.000598,37577,-4141.241922404426,32771.19510299223,,,5154.884871205425,,,,,,,,,,
74,0.000606,65535,30659.03188432556,35554.664699576446,,,-9429.345135657655,,,,,,,,,,
75,0.000614,1024,-35486.46117743215,38566.74497188993,,,4054.053818171464,,,,,,,,,,
76,0.000622,62575,8794.210904541002,41449.243239291136,,,4675.71775973668,,,,,,,,,,
77,0.000631,65535,30052.40888822165,43799.18741653816,,,-7950.870671722313,,,,,,,,,,
78,0.000639,1056,-45020.34141415608,45657.88622432452,,,3400.36797504761,,,,,,,,,,
79,0.000647,65535,18698.06370002916,46963.18400435159,,,3632.821764660075,,,,,,,,,,
80,0.000655,65535,26462.84253911392,47643.26014106581,,,-6382.358371267856,,,,,,,,,,
81,0.000663,1056,-47847.64715116009,47853.51838491465,,,3090.586786236773,,,,,,,,,,
82,0.000672,65535,25179.529763337578,47480.07068312302,,,2373.429852580043,,,,,,,,,,
83,0.00068,65535,19418.375903208333,46456.75216936311,,,-4964.229955337513,,,,,,,,,,
84,0.000688,1040,-44523.88637936868,45068.16358821433,,,2962.420537879488,,,,,,,,,,
85,0.000696,65535,29507.78445299556,43450.20534217472,,,1228.5841926104106,,,,,,,,,,
86,0.000704,53949,9286.93855919413,41810.80263406756,,,-3785.0687195413248,,,,,,,,,,
87,0.000712,1040,-37510.3281305924,40497.268331522006,,,2809.802745491023,,,,,,,,,,
88,0.000721,65535,33329.131129803405,39495.91002890375,,,392.963357548873,,,,,,,,,,
89,0.000729,34872,-2295.670913695986,38830.855784735,,,-2816.3718435860865,,,,,,,,,,
90,0.000737,1024,-29959.66972478813,38639.76183924626,,,2500.804515065383,,,,,,,,,,
91,0.000745,65535,37345.79143274835,38778.601535680245,,,-104.57848991247238,,,,,,,,,,
92,0.000753,14115,-12766.443596913312,39247.01991731188,,,-1990.9031696221116,,,,,,,,,,
93,0.000762,1024,-24233.912958853238,40050.759559405626,,,2026.847189401513,,,,,,,,,,
94,0.00077,65535,40761.92835117359,40873.250953611176,,,-348.4120966242812,,,,,,,,,,
95,0.000778,1072,-19667.22125276387,41544.09484456408,,,-1265.4237414032784,,,,,,,,,,
96,0.000786,1312,-20917.72639283002,41935.8945833678,,,1472.19025774496,,,,,,,,,,
97,0.000794,65535,41806.39314326637,41816.11632768029,,,-453.4642637302832,,,,,,,,,,
98,0.000803,1072,-21825.59017797381,41259.420437678826,,,-637.7657263722459,,,,,,,,,,
99,0.000811,2816,-18826.76879705745,40366.84223907961,,,943.3793730143929,,,,,,,,,,
100,0.000819,65535,38977.9293881076,39008.52451772752,,,-503.0549038624915,,,,,,,,,,
101,0.000827,1056,-19988.617486647217,37200.49396684671,,,-127.72458010106088,,,,,,,,,,
102,0.000835,4993,-15970.37648380491,34972.73705495972,,,509.5598497011986,,,,,,,,,,
103,0.000844,65535,32220.9768486464,32274.168914320067,,,-528.8589638601056,,,,,,,,,,
104,0.000852,1072,-16483.208237423296,29339.28265843915,,,250.81976482518263,,,,,,,,,,
105,0.00086,6817,-10905.017025395686,26410.10627140177,,,182.89610245019912,,,,,,,,,,
106,0.000868,30647,23277.45828379487,23510.608886074595,,,-526.4358971120256,,,,,,,,,,
107,0.000876,1056,-14027.547301743783,20824.05188912182,,,504.45481328281465,,,,,,,,,,
108,0.000884,11090,-3695.767858174225,18530.984499835416,,,-61.78893403405216,,,,,,,,,,
109,0.000893,18948,14956.060960344164,16716.824275640174,,,-484.4064015207376,,,,,,,,,,
110,0.000901,1104,-14342.120502094964,15698.567611490622,,,654.775991906841,,,,,,,,,,
111,0.000909,18564,4065.5387153615943,15575.509538392038,,,-251.09450139407636,,,,,,,,,,
112,0.000917,21925,9747.22967740854,16168.210429499464,,,-404.71631705345953,,,,,,,,,,
113,0.000925,1072,-17359.57463334804,17362.95470456459,,,721.834388410656,,,,,,,,,,
114,0.000934,27990,10143.2073019581,18815.80279103529,,,-388.6456378251858,,,,,,,,,,
115,0.000942,31655,8635.605956646868,20219.226811892127,,,-304.0270134846802,,,,,,,,,,
116,0.00095,1168,-21446.85165547336,21539.764215192663,,,712.3838483839826,,,,,,,,,,
117,0.000958,36168,12841.072322988432,22682.77655147426,,,-456.4874790979094,,,,,,,,,,
118,0.000966,40761,10787.367435100932,23616.08970409389,,,-201.83906767541075,,,,,,,,,,
119,0.000975,1424,-24409.58237085378,24411.49102705684,,,622.9647074719888,,,,,,,,,,
120,0.000983,39913,11780.647269871237,24927.25280382726,,,-436.80132192173744,,,,,,,,,,
121,0.000991,46539,14185.952678525626,25037.559473659112,,,-108.42534774019973,,,,,,,,,,
122,0.000999,1968,-24635.518865028425,24849.716486714296,,,456.16063173661706,,,,,,,,,,
123,0.001007,39065,7919.2793332863375,24411.86493791211,,,-336.0560550855925,,,,,,,,,,
124,0.001015,48443,16739.803018322713,23747.812038405133,,,-23.457826761942957,,,,,,,,,,
125,0.001024,8834,-21768.302924709405,22957.130587448133,,,238.73354854889504,,,,,,,,,,
126,0.001032,34488,2933.896699247058,21970.48830061055,,,-193.15804634241465,,,,,,,,,,
127,0.00104,47003,17214.475274411187,20703.88032456091,,,53.39717440144861,,,,,,,,,,
128,0.001048,17044,-16660.56962014881,19316.699842547943,,,26.842276157683425,,,,,,,,,,
129,0.001056,30151,-1596.975683962189,17930.361579268032,,,-64.36178929774164,,,,,,,,,,
130,0.001065,45083,15557.003462085711,16545.892358593766,,,109.84405421597448,,,,,,,,,,
131,0.001073,22549,-10776.17046206216,15223.61023220518,,,-110.19203362404517,,,,,,,,,,
132,0.001081,26822,-4765.619299224619,13939.554973093307,,,5.915455464285188,,,,,,,,,,
133,0.001089,43210,12587.006975450951,12625.757886408071,,,119.80872432438716,,,,,,,,,,
134,0.001097,26518,-5461.611122819294,11426.661175752,,,-122.231277985066,,,,,,,,,,
135,0.001106,25350,-6443.772078663912,10472.621858547756,,,8.55435959971884,,,,,,,,,,
136,0.001114,41098,9368.77427050666,9682.240414220983,,,59.395593776534106,,,,,,,,,,
137,0.001122,29655,-1474.8668889254443,9001.453021603716,,,-7.946913048453995,,,,,,,,,,
138,0.00113,24918,-7010.22597830851,8425.846200032685,,,-29.541256155855613,,,,,,,,,,
139,0.001138,38601,6667.095508051183,7898.479001863503,,,-69.79271228850705,,,,,,,,,,
140,0.001147,32071,1080.5844177839376,7480.857092666558,,,179.5966829025529,,,,,,,,,,
141,0.001155,24453,-6958.660351970818,7254.99741476,,,-67.59844431051512,,,,,,,,,,
142,0.001163,37305,4730.630856461772,7087.685926928009,,,-229.7005595952264,,,,,,,,,,
143,0.001171,33816,2522.714033745224,6869.791377348476,,,357.70455587668835,,,,,,,,,,
144,0.001179,24389,-6626.659943331922,6656.741254672252,,,-78.25256570153125,,,,,,,,,,
145,0.001187,35656,3399.3109533251213,6445.542430968082,,,-359.0284044464147,,,,,,,,,,
146,0.001196,34984,3280.6104725254218,6254.124249105488,,,453.7987715913734,,,,,,,,,,
147,0.001204,25302,-6136.822175111191,6155.175042817545,,,-60.56472366718005,,,,,,,,,,
148,0.001212,34008,2364.191208907337,6048.498353330558,,,-403.2886627943454,,,,,,,,,,
149,0.00122,35400,3683.9057318712808,5834.294644889696,,,436.2949422425292,,,,,,,,,,
150,0.001228,26326,-5489.00108025689,5601.083782075794,,,-32.94703569473899,,,,,,,,,,
151,0.001237,32984,1389.885256856683,5384.6337024892,,,-342.75200520239787,,,,,,,,,,
152,0.001245,35464,3904.449288646949,5182.526935768378,,,321.29980299366224,,,,,,,,,,
153,0.001253,27414,-4680.729434118168,5051.160582835558,,,-14.343892737840768,,,,,,,,,,
154,0.001261,31527,402.2204584990803,4916.902295334331,,,-201.82481710484805,,,,,,,,,,
155,0.001269,35656,4000.909524803552,4685.803819933686,,,155.6616951087986,,,,,,,,,,
156,0.001278,27942,-3767.862158577206,4458.217315444652,,,-8.369453750011404,,,,,,,,,,
