,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y
0,0.0,65535,-564.8520063609162,2560.3958188551296,548.0,726.0,-67.06757693011282,84.39146275000002,"short 20cm, sensor 30 cm",10,7,-18.43494882292201,-30.0,90.0
1,8e-06,65535,8769.747323649506,9953.690324737296,,,306.906010182149,,,,,,,
2,1.6e-05,65535,5566.654259498158,18726.818571837564,,,-415.56451040579634,,,,,,,
3,2.5e-05,1088,-25840.595740283985,25940.869749098645,,,241.87130883813273,,,,,,,
4,3.3e-05,65535,17671.977024692093,32532.237092627383,,,199.57644101980637,,,,,,,
5,4.1e-05,65535,18882.87707850169,38310.498624323925,,,-579.4831462002547,,,,,,,
6,4.9e-05,1056,-41742.8705937604,41770.70508968088,,,498.53728014409097,,,,,,,
7,5.7e-05,65535,19382.528696663616,43724.37764993005,,,52.926628699771086,,,,,,,
8,6.6e-05,65535,25862.547668332947,44649.80732731901,,,-596.8344039006006,,,,,,,
9,7.4e-05,1072,-43307.48185353068,43628.98139225856,,,630.0770442116211,,,,,,,
10,8.2e-05,65535,15743.170995508552,40968.7904950331,,,-135.5137624182981,,,,,,,
11,9e-05,65535,22551.138428243165,37097.84980013986,,,-438.8125607632825,,,,,,,
12,9.8e-05,1056,-31410.582536394315,31647.332749013392,,,642.5132971700879,,,,,,,
13,0.000107,65535,10868.188660231228,25284.39097511676,,,-368.53183193300697,,,,,,,
14,0.000115,65535,9084.90356410591,18779.287165527887,,,-173.4261698008746,,,,,,,
15,0.000123,17460,-11919.70565488976,12356.280724405246,,,625.5487312126479,,,,,,,
16,0.000131,1120,8632.50211717472,8679.511374709184,,,-625.0542809530699,,,,,,,
17,0.000139,1024,-10252.587293955343,11166.261691520749,,,51.046871136722416,,,,,,,
18,0.000147,65535,7419.208986252237,16952.80133586153,,,692.5395317149264,,,,,,,
19,0.000156,65535,10571.789360880028,23428.294326113402,,,-847.2482956306526,,,,,,,
20,0.000164,1072,-29148.544213380024,29300.50976874698,,,86.42039786537617,,,,,,,
21,0.000172,65535,20706.24036585654,34511.04340152301,,,896.0176161439158,,,,,,,
22,0.00018,65535,15474.12050550965,39088.807529012374,,,-961.9424644487913,,,,,,,
23,0.000188,1072,-42450.377997844844,42677.20254210674,,,-117.0867711418935,,,,,,,
24,0.000197,65295,26119.31093044655,45414.14458175019,,,1181.3043616964171,,,,,,,
25,0.000205,65535,20765.639718423085,47409.46518090174,,,-929.232797578156,,,,,,,
26,0.000213,1056,-48434.76075857772,48489.76126238328,,,-462.6187937901621,,,,,,,
27,0.000221,64911,25597.101653477508,48963.96305043389,,,1414.5300202331202,,,,,,,
28,0.000229,65535,24384.00029785692,49108.57655150698,,,-782.5479011761657,,,,,,,
29,0.000238,1056,-48803.2109336354,48810.76491102945,,,-750.3386795076245,,,,,,,
30,0.000246,65535,22744.718619289837,48264.44011491075,,,1468.0389232925288,,,,,,,
31,0.000254,65535,25673.305135542607,47646.726955003855,,,-621.4893717082832,,,,,,,
32,0.000262,1072,-46762.33781055253,46834.31685029296,,,-795.848288858585,,,,,,,
33,0.00027,65535,20637.662222686457,46029.18850340027,,,1302.320151932374,,,,,,,
34,0.000279,65535,24933.933530312836,45407.30501669094,,,-547.4270761172155,,,,,,,
35,0.000287,1072,-44718.43891662831,44777.846210802854,,,-550.0615467682346,,,,,,,
36,0.000295,65535,20713.29761514499,44187.131123124695,,,981.0804130415804,,,,,,,
37,0.000303,65535,22370.704123776657,43675.25592887281,,,-578.6946891603623,,,,,,,
