,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y
0,0.0,65535,-256.19152029071137,3418.5746137985984,627.0,804.0,188.46988906720514,92.1402615,"short 20cm, sensor 30 cm",13,8,0.0,0.0,100.0
1,8e-06,65535,10181.201592290947,10815.89294151091,,,-178.07818245048807,,,,,,,
2,1.6e-05,65535,4033.2767371639306,19205.733114854414,,,44.46158597794561,,,,,,,
3,2.5e-05,1056,-25738.182836618358,26005.021101492282,,,164.22270786786368,,,,,,,
4,3.3e-05,65535,18648.83151800761,32594.292798814447,,,-264.3270405006213,,,,,,,
5,4.1e-05,61887,18560.10252059005,38746.30310895758,,,97.23490639887123,,,,,,,
6,4.9e-05,1088,-42633.48849324422,42660.521281429414,,,205.6734261418301,,,,,,,
7,5.7e-05,65535,19669.64811428998,45205.60895829158,,,-294.4885271967447,,,,,,,
8,6.6e-05,65535,27918.041651650405,46884.45963260641,,,36.90324799013059,,,,,,,
9,7.4e-05,1088,-46041.38052492841,46603.15301636339,,,256.91231465886307,,,,,,,
10,8.2e-05,65535,15083.618285749999,44719.24484729434,,,-209.14194636294786,,,,,,,
11,9e-05,65535,27677.64425726408,41724.02374002278,,,-108.3189668717845,,,,,,,
12,9.8e-05,1088,-36124.092700341775,37054.129072084856,,,252.29474721476868,,,,,,,
13,0.000107,65535,9112.582261878797,31240.60354958788,,,-20.09687050221359,,,,,,,
14,0.000115,65535,16763.29030687992,24969.703423967134,,,-256.5307602511724,,,,,,,
15,0.000123,1072,-17721.1680320772,17943.32364711978,,,173.72453565710558,,,,,,,
16,0.000131,1104,6067.620053939488,10920.853407577513,,,171.2908170097957,,,,,,,
17,0.000139,37225,-1893.3418789631246,6444.984458719311,,,-318.733740419404,,,,,,,
18,0.000147,65535,2045.3896483223498,9259.723997041383,,,89.79070794548502,,,,,,,
19,0.000156,58590,8033.995884460209,15946.91214709402,,,204.14427469636954,,,,,,,
20,0.000164,1072,-22546.374479632548,22617.820764041124,,,-254.73682343556067,,,,,,,
21,0.000172,65535,17114.86289792722,28875.735448444535,,,152.08406328295555,,,,,,,
22,0.00018,65535,13882.296254622215,34660.07896861695,,,-78.56578408586391,,,,,,,
23,0.000188,1072,-39273.70900413608,39470.22078163891,,,-107.77399759484351,,,,,,,
24,0.000197,65535,24962.55589580664,43417.535238031065,,,550.389373551918,,,,,,,
25,0.000205,65535,20249.540086311004,46569.00604939063,,,-765.2662661263339,,,,,,,
26,0.000213,1072,-48536.945753633045,48615.879262790826,,,-2.9215461273371557,,,,,,,
27,0.000221,65535,26831.463682695197,49812.28953016199,,,1449.4478010619255,,,,,,,
28,0.000229,65535,23653.785506792003,50379.594336674265,,,-1835.9750032169602,,,,,,,
29,0.000238,1072,-50090.91103829374,50111.148572536484,,,-114.5450704439968,,,,,,,
30,0.000246,65535,25976.842615910708,49227.92407238367,,,2931.9548452741906,,,,,,,
31,0.000254,65535,22169.54211360334,47931.30811313248,,,-3156.4700864091647,,,,,,,
32,0.000262,1088,-45986.31639782638,46072.27539916962,,,-616.5801300936404,,,,,,,
33,0.00027,65535,25419.408278251158,43939.14855924486,,,4961.48959615946,,,,,,,
34,0.000279,55133,15775.286660720441,41777.74363168621,,,-4503.950173975455,,,,,,,
35,0.000287,1040,-38731.663500366514,39466.44001286927,,,-1627.0034762865075,,,,,,,
36,0.000295,65535,26584.10518961744,37270.13931072004,,,7371.392258342094,,,,,,,
37,0.000303,39705,5645.066155663201,35359.43382528644,,,-5619.416669999185,,,,,,,
38,0.000311,1024,-29944.087897420937,33632.33011352415,,,-3157.7317130417655,,,,,,,
39,0.00032,65535,29231.23453820392,32406.047322808517,,,9885.96607090825,,,,,,,
40,0.000328,25990,-6731.844036752131,31779.719419913014,,,-6277.932658264572,,,,,,,
41,0.000336,6177,-20144.665960335948,31638.230701327288,,,-5087.939263213315,,,,,,,
42,0.000344,65535,32184.338917736015,32190.872524427825,,,12178.509432881037,,,,,,,
43,0.000352,11186,-19904.988080979045,33276.23038237067,,,-6356.944025577749,,,,,,,
44,0.00036,20549,-9437.23002345973,34690.73756597679,,,-7182.462426971852,,,,,,,
45,0.000369,65535,34069.29518749607,36504.79064529188,,,13958.704611719286,,,,,,,
46,0.000377,1040,-32239.783930343652,38440.10475476627,,,-5872.0437927253215,,,,,,,
47,0.000385,37321,1711.0931384036019,40350.30838327559,,,-9166.809500310377,,,,,,,
48,0.000393,65535,33620.52926651714,42260.470106727094,,,15061.053343912588,,,,,,,
49,0.000401,1040,-41628.339655861375,43866.13105290772,,,-4950.249752895725,,,,,,,
50,0.00041,55981,12239.011010602315,45062.99716977388,,,-10841.420704038239,,,,,,,
51,0.000418,65535,29686.28786620254,45860.040050883785,,,15487.61810912021,,,,,,,
52,0.000426,1040,-45713.57807309905,46018.9814469762,,,-3735.6306192421252,,,,,,,
53,0.000434,65535,20893.69761950663,45568.25787874409,,,-12180.166393657482,,,,,,,
54,0.000442,65535,21380.534431082273,44597.83917203738,,,15366.082400960586,,,,,,,
55,0.000451,1056,-42763.791495849706,42982.62675247166,,,-2269.0864473366087,,,,,,,
56,0.000459,65535,26816.52491021925,40885.17403100864,,,-13344.597451500169,,,,,,,
57,0.000467,65279,8644.092554188152,38494.85342681046,,,14831.028418445549,,,,,,,
58,0.000475,1072,-32720.203202508234,35872.95464816609,,,-419.5929308057839,,,,,,,
59,0.000483,65535,29753.15382038533,33421.48025783902,,,-14583.488496520697,,,,,,,
60,0.000492,35544,-7051.871224394124,31465.621589654234,,,13894.406381633673,,,,,,,
61,0.0005,1088,-17634.930312514178,30182.563555787383,,,2070.55299218012,,,,,,,
62,0.000508,65535,29720.063196361833,29894.148093715234,,,-16058.569600291903,,,,,,,
63,0.000516,1136,-22527.310691827093,30490.832184196286,,,12391.791615883478,,,,,,,
64,0.000524,40793,-1029.2819341431511,31700.111016912204,,,5427.5646514112,,,,,,,
65,0.000533,65535,26508.178494706168,33323.76905378882,,,-17690.448259584315,,,,,,,
66,0.000541,1104,-33731.4387294303,34908.56710667566,,,10054.225464264811,,,,,,,
67,0.000549,65535,13549.999083451896,36216.618934507474,,,9646.62108777854,,,,,,,
68,0.000557,65535,19596.487540448616,37148.82313125894,,,-19117.179794647676,,,,,,,
69,0.000565,1088,-37378.99269405964,37470.136945536426,,,6684.955424696487,,,,,,,
70,0.000573,65535,23910.34889837956,37217.61919267154,,,14356.900487603578,,,,,,,
71,0.000582,51708,8686.961392653377,36492.10274889504,,,-19805.00815590512,,,,,,,
72,0.00059,1056,-32486.678184045555,35315.158549615684,,,2356.5633586175213,,,,,,,
73,0.000598,65535,29719.106900208833,34004.568420883465,,,18838.62334335445,,,,,,,
74,0.000606,25638,-5522.09157766594,32849.027994401236,,,-19274.311862171457,,,,,,,
75,0.000614,12963,-20857.68165653596,32049.129494681605,,,-2481.242510824887,,,,,,,
76,0.000623,65535,31968.539797626774,31968.80208068408,,,22214.491095734746,,,,,,,
