,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y
0,0.0,1056,271.57113130514807,3642.257215143899,565.0,743.0,156.5945466335722,87.20920775,"short 20cm, sensor 30 cm",11,7,-12.528807709151511,-20.0,90.0
1,8e-06,27494,2980.080319334147,8136.920474503085,,,-521.1668646513751,,,,,,,
2,1.6e-05,17860,-12978.313242773005,14317.646775425706,,,398.2558504931363,,,,,,,
3,2.5e-05,65535,18596.71090459302,20545.98469719004,,,13.292045089194653,,,,,,,
4,3.3e-05,12995,-4959.233299150348,25531.70101005971,,,-331.98171435339157,,,,,,,
5,4.1e-05,13379,-20352.479595866378,28813.740089035033,,,376.7228287303,,,,,,,
6,4.9e-05,65535,29890.644364081538,30686.20943390677,,,-192.85605351140538,,,,,,,
7,5.7e-05,21733,-9586.663161141862,31624.438122597683,,,-102.41899181191256,,,,,,,
8,6.6e-05,4609,-21085.14652364799,31825.156035743646,,,350.23722386829644,,,,,,,
9,7.4e-05,65535,30683.89325455088,31108.502308038434,,,-349.1393152732409,,,,,,,
10,8.2e-05,30247,-11937.958804378171,29187.15003905446,,,39.206629753193766,,,,,,,
11,9e-05,1024,-13197.45820197988,26093.103090760018,,,318.98811839605946,,,,,,,
12,9.8e-05,65535,22142.48819324814,22331.6533166,,,-349.3677671904699,,,,,,,
13,0.000106,38841,-14110.889059854531,18717.575286065665,,,19.99096704041433,,,,,,,
14,0.000115,65423,1586.5115471060185,16260.814331211192,,,263.99997226034037,,,,,,,
15,0.000123,50812,8853.513943666412,15934.7018492399,,,-159.8212037466891,,,,,,,
16,0.000131,2368,-17301.756485326772,17945.648845415308,,,-146.02007171393993,,,,,,,
17,0.000139,65535,18534.094696284523,21514.63605114285,,,178.55729103378235,,,,,,,
18,0.000147,15667,-3964.5773293093953,25612.77612132291,,,152.79728466269842,,,,,,,
19,0.000156,14147,-20855.277228704155,29514.046497317835,,,-378.96272474004286,,,,,,,
20,0.000164,65535,32291.578502504057,32904.3202723755,,,91.11042506836402,,,,,,,
21,0.000172,14211,-13013.848590068466,35726.39377052798,,,452.9371010804896,,,,,,,
22,0.00018,14339,-22811.579593503622,37979.11308795174,,,-583.7424814742664,,,,,,,
23,0.000188,65535,39413.73293137935,39586.22281920435,,,55.066323089624376,,,,,,,
24,0.000197,16516,-17919.31328615864,40402.39573613415,,,606.9180638835301,,,,,,,
25,0.000205,11426,-21288.15463198951,40368.346103017655,,,-693.1344123123278,,,,,,,
26,0.000213,65535,39620.14139569364,39620.28600688638,,,111.63203178015111,,,,,,,
27,0.000221,18148,-20558.990800528878,38427.59906906426,,,547.3252053924564,,,,,,,
28,0.000229,12114,-15662.896658573392,37067.87841113158,,,-682.2247475924586,,,,,,,
29,0.000238,65535,35343.974638416286,35732.12490658405,,,256.6492166504668,,,,,,,
30,0.000246,10450,-23477.388161138184,34517.375249769044,,,294.8703171942804,,,,,,,
31,0.000254,24197,-6902.032413476331,33523.33488131384,,,-560.0654168498656,,,,,,,
32,0.000262,65535,30093.96983599907,32910.67707920265,,,439.46647125253577,,,,,,,
33,0.00027,1072,-28357.201313993493,32853.91650589377,,,-65.60289002693246,,,,,,,
34,0.000279,41098,2995.9584210923617,33473.77558077182,,,-358.05364262046453,,,,,,,
35,0.000287,65535,26603.14647935206,34764.260712749005,,,595.3015683960929,,,,,,,
36,0.000295,1040,-35217.591444115635,36564.38956444179,,,-430.2816305199031,,,,,,,
37,0.000303,55421,11987.85278932287,38634.36152733305,,,-126.72615227997417,,,,,,,
38,0.000311,65535,25628.63209221015,40754.17259176776,,,686.8569072049926,,,,,,,
39,0.000319,976,-42492.314511429475,42787.14081627703,,,-713.6628930859927,,,,,,,
40,0.000328,65535,18823.34083528829,44683.6609064035,,,64.04394034416852,,,,,,,
41,0.000336,65535,25809.4276049296,46395.345543220814,,,726.0897789386823,,,,,,,
42,0.000344,1040,-47749.25229250783,47799.06212356063,,,-865.0170721710136,,,,,,,
43,0.000352,65535,23353.494324785774,48725.25822681897,,,134.82234811437536,,,,,,,
44,0.00036,65535,24501.8839580461,49037.308384751166,,,764.5458132134631,,,,,,,
45,0.000369,1024,-48678.53921757001,48696.60552540815,,,-870.1953857755993,,,,,,,
46,0.000377,65535,26254.26753603923,47767.75044929835,,,20.996534670299187,,,,,,,
47,0.000385,65535,19185.10573273046,46342.8775920463,,,864.6088493485295,,,,,,,
48,0.000393,1040,-43999.060767017116,44478.59741369151,,,-749.2022276908183,,,,,,,
49,0.000401,65535,28364.434613285088,42218.6636923681,,,-301.2394660310169,,,,,,,
50,0.00041,59614,8865.99752708297,39652.456840489074,,,1072.8942482525101,,,,,,,
51,0.000418,1024,-33988.680493303735,36964.29316369836,,,-549.0966520822196,,,,,,,
52,0.000426,65535,29966.091513545827,34434.85822981777,,,-806.7722702166594,,,,,,,
53,0.000434,36632,-5106.600287789247,32363.409148691302,,,1405.5808749746802,,,,,,,
54,0.000442,928,-20428.42264343112,30975.81427789641,,,-324.28807743190146,,,,,,,
55,0.000451,65535,30353.131252203944,30357.63282414847,,,-1436.9630474911303,,,,,,,
56,0.000459,11410,-19249.49661973621,30413.072162893754,,,1840.761406269905,,,,,,,
57,0.000467,19812,-5934.958685469327,30907.44428932054,,,-105.86127744209652,,,,,,,
58,0.000475,65535,27950.757405134646,31560.70231566748,,,-2123.9174481034875,,,,,,,
59,0.000483,1024,-29222.98823724835,32121.610497533464,,,2312.7585564108695,,,,,,,
60,0.000491,54061,7053.11486045712,32412.00319117772,,,120.84962920201663,,,,,,,
61,0.0005,65535,21051.425543145997,32316.971591969992,,,-2803.4892893963647,,,,,,,
62,0.000508,1040,-31698.35372882258,31765.214399492663,,,2715.778077662246,,,,,,,
63,0.000516,65535,17115.48741474413,30758.17438158362,,,407.5443253205671,,,,,,,
64,0.000524,62687,8923.973316232998,29410.547028726254,,,-3412.02453405089,,,,,,,
65,0.000532,1024,-25905.90905073197,27976.518787439352,,,2930.3650464817956,,,,,,,
66,0.000541,65535,24017.201461081197,26839.32783473682,,,801.2444481136323,,,,,,,
67,0.000549,17044,-7273.053219298133,26414.496983817815,,,-3881.182826432732,,,,,,,
68,0.000557,26390,-13966.695019774423,27001.552247918768,,,2871.180338383028,,,,,,,
69,0.000565,65535,28129.589876294704,28656.789357847898,,,1296.985771648746,,,,,,,
70,0.000573,1072,-24434.110959442507,31168.23054420975,,,-4145.569844232011,,,,,,,
71,0.000582,50604,246.27267325836343,34175.28182746621,,,2530.2981975449206,,,,,,,
72,0.00059,65535,29610.024297323467,37313.14909264398,,,1818.7938063567235,,,,,,,
73,0.000598,1072,-38555.31401113696,40291.603239267155,,,-4159.818090533239,,,,,,,
74,0.000606,65535,13036.394856350791,42915.85386151553,,,1986.4410996019167,,,,,,,
75,0.000614,65535,28025.550454384822,45051.32814472683,,,2239.6505574220087,,,,,,,
76,0.000623,1056,-46405.20929244414,46584.45598765052,,,-3910.784129365608,,,,,,,
77,0.000631,65535,22442.959731832303,47431.52747649149,,,1375.3609960295762,,,,,,,
78,0.000639,65535,22706.069197576995,47569.007736279804,,,2425.308525995386,,,,,,,
79,0.000647,1056,-46890.76789125107,47058.37388621579,,,-3420.34484926726,,,,,,,
80,0.000655,65535,28610.489102394688,46045.47589659893,,,842.9902193718896,,,,,,,
81,0.000663,56413,13537.887613545345,44715.535760778905,,,2282.333791068565,,,,,,,
82,0.000672,1072,-41385.03020082217,43248.18313590022,,,-2747.53354669297,,,,,,,
83,0.00068,65535,32950.98513754019,41808.58629334718,,,504.07280339213094,,,,,,,
84,0.000688,38297,1606.9617771705484,40549.88326498067,,,1800.267125014081,,,,,,,
85,0.000696,1024,-32905.11971754755,39614.884456262356,,,-1992.944947388489,,,,,,,
86,0.000704,65535,36770.61454493402,39121.41525620337,,,411.1501118585791,,,,,,,
87,0.000713,20020,-10783.727742807094,39119.12572119739,,,1077.7686972721585,,,,,,,
88,0.000721,1024,-24641.580573679534,39561.29790042157,,,-1289.4191157215396,,,,,,,
89,0.000729,65535,40225.024805106936,40309.515517182044,,,532.2242096141513,,,,,,,
90,0.000737,1472,-20804.970738062217,41161.80596621747,,,311.1249056342817,,,,,,,
91,0.000745,2944,-18599.588466298792,41911.6756750076,,,-762.7064635487919,,,,,,,
92,0.000754,65535,42154.53653987547,42400.991511047694,,,749.9405300922997,,,,,,,
93,0.000762,1072,-26186.70027268633,42529.221714209365,,,-271.2079992621816,,,,,,,
94,0.00077,9474,-14953.520263676362,42233.58712406579,,,-475.3698084787392,,,,,,,
95,0.000778,65535,40811.90179109086,41457.284761918156,,,901.8441677679353,,,,,,,
96,0.000786,1136,-26191.026448040593,40136.8432899307,,,-508.7507934845448,,,,,,,
97,0.000795,14339,-12319.351832893,38234.60979771092,,,-393.9586757119175,,,,,,,
98,0.000803,65535,35043.78540943241,35775.94582417574,,,857.1345611413274,,,,,,,
99,0.000811,1088,-22009.253400227954,32848.63624927302,,,-388.6424721100146,,,,,,,
100,0.000819,16211,-8747.851264417515,29574.206243534394,,,-409.40599190680666,,,,,,,
101,0.000827,65535,25282.45129424863,26073.42518493598,,,589.2696776167744,,,,,,,
102,0.000836,1088,-16331.009531040876,22460.929375082014,,,-52.37617370634421,,,,,,,
103,0.000844,15555,-2958.5677577082038,18891.027264817236,,,-400.05622056741646,,,,,,,
104,0.000852,20949,13764.264611056075,15615.003614333342,,,194.99615823426618,,,,,,,
105,0.00086,1152,-12173.824878500935,13009.932317070039,,,277.4537107235899,,,,,,,
106,0.000868,17444,4802.36019178578,11534.096108543949,,,-295.0258462575995,,,,,,,
107,0.000876,2208,3733.4728495762374,11465.642756352781,,,-156.13661259676124,,,,,,,
108,0.000885,1088,-11487.635330144965,12592.634074423042,,,407.36000741120716,,,,,,,
109,0.000893,23381,12778.202068206354,14391.702803974676,,,-101.44819395413131,,,,,,,
110,0.000901,4705,-2018.5135833840507,16395.610387101064,,,-311.0892428282824,,,,,,,
111,0.000909,1072,-14293.516034382403,18315.22791792026,,,261.66173699484585,,,,,,,
112,0.000917,32295,18604.456878059824,20020.188486860487,,,110.86377362334028,,,,,,,
113,0.000926,17012,-2442.693689796154,21476.497353304636,,,-210.94341368940493,,,,,,,
114,0.000934,1184,-18846.487550913807,22678.64398319482,,,-88.90936034422288,,,,,,,
115,0.000942,40809,20538.279479166267,23607.207390488365,,,251.64440716813118,,,,,,,
116,0.00095,29863,1399.3779498165147,24230.76958696309,,,80.52678022637087,,,,,,,
117,0.000958,1504,-22669.624144272093,24543.944872640575,,,-467.07506514411745,,,,,,,
118,0.000967,45147,18282.22724158012,24588.809583991606,,,257.79541297898794,,,,,,,
119,0.000975,39257,7030.5408851426455,24423.002061419884,,,408.733619475111,,,,,,,
120,0.000983,2144,-23814.19827039621,24072.64081349781,,,-678.32442554687,,,,,,,
121,0.000991,44010,12998.852033773499,23524.394713481488,,,125.24456481499756,,,,,,,
122,0.000999,44234,11830.27743734873,22760.152144943917,,,605.8877918220072,,,,,,,
123,0.001008,7745,-21668.447635837587,21798.459915775853,,,-608.2408618350989,,,,,,,
124,0.001016,38121,6624.893914328895,20698.610874214726,,,-90.57274764888902,,,,,,,
125,0.001024,44314,14155.573612554901,19517.943303359658,,,577.0695429860571,,,,,,,
126,0.001032,16740,-16986.036640639548,18274.818455817025,,,-279.4207586800633,,,,,,,
127,0.00104,32535,948.9016113183588,16963.74725560299,,,-305.318267607742,,,,,,,
128,0.001048,42874,13780.857704742619,15598.343808488342,,,349.32707953084804,,,,,,,
129,0.001057,22373,-11269.86392326459,14232.594735281555,,,160.9528532432134,,,,,,,
130,0.001065,29191,-3040.130106560134,12939.689262871074,,,-448.30335964654245,,,,,,,
131,0.001073,41306,11579.551365619815,11765.324559136872,,,56.087387908834785,,,,,,,
132,0.001081,26262,-5961.857290324285,10707.594535806327,,,514.6682712327481,,,,,,,
133,0.001089,26918,-5266.685153604692,9751.468521645007,,,-492.2773793411003,,,,,,,
134,0.001098,40041,8788.38062427415,8911.214692875543,,,-135.13155928951568,,,,,,,
135,0.001106,29447,-1894.4569194810138,8226.10426240819,,,628.6484191485308,,,,,,,
136,0.001114,25222,-6230.909339837263,7717.5734922024685,,,-456.44395147910836,,,,,,,
137,0.001122,38665,6339.186619990553,7357.914099143266,,,-113.62985820433425,,,,,,,
