,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,type,grid_x,grid_y,angle,real_x,real_y
0,0.0,1088,-264.89221247690426,21537.317255997365,753.0,931.0,-174.04636590309596,110.7373785,"short 20cm, sensor 30 cm",13,10,0.0,0.0,120.0
1,8e-06,1008,-38980.649215615755,41710.548484326646,,,-181.54127078332314,,,,,,,
2,1.6e-05,65535,32806.54731742426,47103.30477003993,,,320.2495491086515,,,,,,,
3,2.5e-05,65535,10762.401114046352,44171.51178723483,,,-40.41606563724822,,,,,,,
4,3.3e-05,1040,-41134.50216289959,42755.14830441026,,,-316.96868751227936,,,,,,,
5,4.1e-05,65535,25091.444211109854,40140.36982831368,,,284.8243333115981,,,,,,,
6,4.9e-05,65535,16779.704838879814,37500.85812688386,,,119.18634870216115,,,,,,,
7,5.7e-05,1072,-37741.675403905225,37762.82570450377,,,-391.1080516676089,,,,,,,
8,6.6e-05,65535,18951.85635843923,36888.56927400576,,,180.27840202896576,,,,,,,
9,7.4e-05,65535,14621.619527707066,32843.29972686157,,,251.7027388505546,,,,,,,
10,8.2e-05,1056,-28575.719089657527,28880.126091540613,,,-362.7882341154877,,,,,,,
11,9e-05,65535,16080.084917440296,24468.88204365692,,,28.916129309701866,,,,,,,
12,9.8e-05,65535,4084.6830486886893,19966.012810131368,,,307.0684884048585,,,,,,,
13,0.000107,1056,-15374.574424971772,18028.399021622026,,,-227.2304086320545,,,,,,,
14,0.000115,65535,16888.955850917944,17259.34588202163,,,-122.87181711808192,,,,,,,
15,0.000123,1168,-11997.51146753314,18496.02681924508,,,260.6855415817067,,,,,,,
16,0.000131,65535,-1224.902111238517,22232.44153893677,,,-28.57600897454597,,,,,,,
17,0.000139,65535,20365.55067504181,25745.869529646716,,,-218.3137480498748,,,,,,,
18,0.000147,1088,-28964.600093473287,29941.123136843817,,,132.91708330617382,,,,,,,
19,0.000156,65535,10842.505425624151,34430.78088120952,,,144.4442044041101,,,,,,,
20,0.000164,65535,24430.04476018028,38372.22346632005,,,-214.3886159756473,,,,,,,
21,0.000172,1088,-42343.50939239928,42673.813442667444,,,-2.6707907734924916,,,,,,,
22,0.00018,65535,19165.451055465935,46298.37320789146,,,183.57358486732198,,,,,,,
23,0.000188,65535,26816.52327710166,48232.73647172154,,,-108.87872334121454,,,,,,,
24,0.000197,1088,-49565.89820617493,49601.06420993327,,,-31.244412039000146,,,,,,,
25,0.000205,65535,23841.197445307273,50328.15039602959,,,1.4763515494702901,,,,,,,
26,0.000213,65535,26002.377655191365,50304.55435374416,,,45.11359438387121,,,,,,,
27,0.000221,1072,-50463.218568469274,50463.38316448026,,,169.2775468247542,,,,,,,
28,0.000229,65535,26135.12762108868,50070.26630888479,,,-431.82202378467167,,,,,,,
29,0.000238,65535,21612.29004073837,48521.10391734819,,,151.48880627674947,,,,,,,
30,0.000246,1152,-46506.04982617091,46765.367950841886,,,686.8017974801649,,,,,,,
31,0.000254,65535,27504.14354075418,44698.05933381541,,,-1080.8496296145695,,,,,,,
32,0.000262,58142,14156.307094463291,42396.010152052855,,,107.14595602777423,,,,,,,
