,Timestamps,Voltages,filtered_signal,envelope,start_rx,finish_rx,extracted_signal,distance,grid_x,grid_y,real_x,real_y,grid_distance,angle,type,sensor_position,sensor_height
146,0.001196,22277,-9078.360746752978,9099.659012127435,,,109.30537074204652,,,,,,,,,,
147,0.001204,36376,4414.854355548291,8705.951660760988,,,-253.0256231183974,,,,,,,,,,
148,0.001212,36392,4499.558681015572,8302.294465965037,,,151.04836902989675,,,,,,,,,,
149,0.001221,23909,-7757.382788770839,7807.560012247208,,,94.4263337569322,,,,,,,,,,
150,0.001229,34184,2465.7384246232814,7327.345689261745,,,-256.963115969504,,,,,,,,,,
151,0.001237,36568,4883.423193508211,6971.583887233964,,,182.38445930030372,,,,,,,,,,
152,0.001245,25654,-6304.032960630258,6644.5517861109365,,,75.17503650961261,,,,,,,,,,
153,0.001253,32631,946.7558812099805,6290.417311311247,,,-281.96778715852497,,,,,,,,,,
154,0.001261,36584,4800.227753738759,5923.559464208819,,,223.15534869229666,,,,,,,,,,
155,0.00127,27110,-4868.801600993855,5504.247957746308,,,74.57770388278836,,,,,,,,,,
156,0.001278,31575,-157.35733040475873,5117.028633243783,,,-325.16622693247166,,,,,,,,,,
157,0.001286,36040,4438.8973484257185,4868.486177168542,,,250.3931822677511,,,,,,,,,,
158,0.001294,28438,-3591.1312164207147,4654.994549672365,,,103.80270376171912,,,,,,,,,,
159,0.001302,31159,-927.7974717463255,4396.2264614116175,,,-369.5981465469475,,,,,,,,,,
160,0.001311,35512,3999.4879817720944,4143.286559739545,,,242.2199977234646,,,,,,,,,,
161,0.001319,29015,-2550.904858728319,3892.876350113205,,,156.35498500156248,,,,,,,,,,
162,0.001327,30343,-1477.6246685929004,3694.061323222614,,,-385.6719927343268,,,,,,,,,,
163,0.001335,35672,3624.720763278337,3628.420904465421,,,187.4613736996623,,,,,,,,,,
164,0.001343,30023,-1753.0574837204304,3591.6225921972305,,,205.97040485050758,,,,,,,,,,
165,0.001352,29559,-1906.8412553850007,3484.9212075472915,,,-345.7233184575126,,,,,,,,,,
166,0.00136,35240,3365.9048021828703,3382.1289048896597,,,98.67436210197353,,,,,,,,,,
167,0.001368,30775,-1146.111631382186,3310.159261462388,,,217.6960236532022,,,,,,,,,,
168,0.001376,29287,-2270.6310226799505,3275.929495949874,,,-247.9606872119544,,,,,,,,,,
