,max amp,std,kurtosis,skewness,power,rise time,fall time,peak entropy,distance,grid_x,grid_y,angle,real_x,real_y,plateau_sizes 1,plateau_sizes 2,left_edges 1,left_edges 2,right_edges 1,right_edges 2,peak_heights 1,peak_heights 2,left_thresholds 1,left_thresholds 2,right_thresholds 1,right_thresholds 2,prominences 1,prominences 2,left_bases 1,left_bases 2,right_bases 1,right_bases 2,widths 1,widths 2,width_heights 1,width_heights 2,left_ips 1,left_ips 2,right_ips 1,right_ips 2,label
copeta_15cm_sensor_50cm_6_8 13_filtered.csv,0.10013636924569408,0.01591251394399515,0.3919065001419555,0.42728176702620324,0.04884357852017234,0.09090909090909091,0.06779661016949151,0.0,0.7628205128205129,0.2631578947368421,0.7058823529411764,0.3619739445680613,0.2631578947368421,0.7058823529411764,0.0,0.0,0.5944055944055944,0.0,0.5944055944055944,0.0,0.10013636924569408,0.0,0.013530372127949867,0.0,0.09842775290459485,0.0,0.10269552331559076,0.0,0.5647058823529412,0.0,0.5178571428571429,0.0,0.37186676513258826,0.0,0.011061882036367456,0.0,0.4691137951448446,0.0,0.5823544773601224,0.0,0.0
copeta_15cm_sensor_50cm_6_8 12_filtered.csv,0.006152949826184459,0.0015757598751481878,0.8054437347287122,0.11388851863952754,0.0061561673660928545,0.25,0.06779661016949151,0.0,0.7123397435897437,0.2631578947368421,0.6470588235294117,0.3511072694865296,0.2631578947368421,0.6470588235294117,0.0,0.0,0.5944055944055944,0.0,0.5944055944055944,0.0,0.006152949826184459,0.0,0.03370989049803647,0.0,0.04772614664085624,0.0,0.007205386122792111,0.0,0.6705882352941176,0.0,0.9017857142857143,0.0,0.5830494383308129,0.0,0.007012065472256141,0.0,0.5366602104924423,0.0,0.9042427779095241,0.0,0.0
copeta_15cm_sensor_50cm_6_8 11_2_filtered.csv,0.043652680190434834,0.00715056548754095,0.572207480563883,0.2766977198178525,0.023484780294642148,0.0681818181818182,0.06779661016949151,0.0,0.6594551282051282,0.2631578947368421,0.5882352941176471,0.3387712434064494,0.2631578947368421,0.588235294117647,0.0,0.0,0.5944055944055944,0.0,0.5944055944055944,0.0,0.043652680190434834,0.0,0.14091173298788662,0.0,0.013433931413971046,0.0,0.044074950827877456,0.0,0.15294117647058825,0.0,0.9553571428571427,0.0,0.8873529297294951,0.0,0.016653591770552974,0.0,0.13885394228019451,0.0,0.9613291182740853,0.0,0.0
copeta_15cm_sensor_50cm_6_7 16_filtered.csv,0.10629849350935311,0.03181919388021154,0.2860232482707489,0.5354249809480011,0.08100236792015586,0.04545454545454547,0.11864406779661016,0.0,0.9383012820512823,0.21052631578947367,0.8823529411764706,0.3619739445680613,0.21052631578947367,0.8823529411764706,0.0,0.0,0.5944055944055944,0.0,0.5944055944055944,0.0,0.10629849350935311,0.0,0.21269161113802645,0.0,0.11848325532505277,0.0,0.10910805210440588,0.0,0.8117647058823529,0.0,0.5982142857142857,0.0,0.30700262750884105,0.0,0.010339225190825389,0.0,0.6534573504065175,0.0,0.6519620644667687,0.0,0.0
copeta_15cm_sensor_50cm_6_7 15_filtered.csv,0.06319665491551177,0.008707435604566775,0.5046144260783365,0.3289261612502128,0.03015890737031112,0.09090909090909091,0.0847457627118644,0.0,0.8814102564102565,0.21052631578947367,0.8235294117647058,0.3530132710443964,0.21052631578947367,0.8235294117647058,0.0,0.0,0.5944055944055944,0.0,0.5944055944055944,0.0,0.06319665491551177,0.0,0.011891678929074858,0.0,0.03339383191602283,0.0,0.06580682699794901,0.0,0.5411764705882353,0.0,0.8571428571428571,0.0,0.6192219344363137,0.0,0.005277739905696673,0.0,0.4330942049588133,0.0,0.8647974626831403,0.0,0.0
copeta_15cm_sensor_50cm_6_7 15_1_filtered.csv,0.06658057780431652,0.011983481734636888,0.4437859134807288,0.3797922661871731,0.03865130148799572,0.04545454545454547,0.11864406779661016,0.0,0.889423076923077,0.21052631578947367,0.8235294117647058,0.3530132710443964,0.21052631578947367,0.8235294117647058,0.0,0.0,0.5944055944055944,0.0,0.5944055944055944,0.0,0.06658057780431652,0.0,0.024955050155446704,0.0,0.12798839521827973,0.0,0.06890411674019162,0.0,0.2,0.0,0.9196428571428571,0.0,0.8261841502989815,0.0,0.00764534593557287,0.0,0.19512658253095153,0.0,0.9303924128933536,0.0,0.0
copeta_15cm_sensor_50cm_6_7 14_filtered.csv,0.0034753376542388595,0.0014792288022876052,0.8687389862147425,0.0800654992638874,0.005918673478356819,0.0681818181818182,0.2033898305084746,0.0,0.827724358974359,0.21052631578947367,0.7647058823529411,0.3430636700011612,0.21052631578947367,0.7647058823529411,0.0,0.0,0.5944055944055944,0.0,0.5944055944055944,0.0,0.0034753376542388595,0.0,0.006851769172818029,0.0,0.12554208894045477,0.0,0.0038759420727558017,0.0,0.5882352941176471,0.0,0.6874999999999999,0.0,0.4131320425681562,0.0,0.010865372714934585,0.0,0.4707545706074055,0.0,0.6357573487642185,0.0,0.0
copeta_15cm_sensor_50cm_6_7 13_1_filtered.csv,0.012997918933724581,0.002026739965541079,0.7835879674373577,0.12792000492841948,0.008047534250886536,0.13636363636363638,0.1016949152542373,0.0,0.7788461538461539,0.21052631578947367,0.7058823529411764,0.3319608364583467,0.21052631578947367,0.7058823529411764,0.0,0.0,0.5944055944055944,0.0,0.5944055944055944,0.0,0.012997918933724581,0.0,0.03480306858720355,0.0,0.039680896539521365,0.0,0.014726074292083856,0.0,0.2823529411764706,0.0,0.6339285714285713,0.0,0.6041393357086318,0.0,0.003618092617646891,0.0,0.22596219389155464,0.0,0.6756192931121954,0.0,0.0
copeta_15cm_sensor_50cm_6_7 12_1_filtered.csv,0.02528458908409187,0.002860150179453449,0.7232272687823208,0.16590095433719343,0.010442062870725015,0.09090909090909091,0.0847457627118644,0.0,0.733974358974359,0.21052631578947367,0.6470588235294117,0.31950450637951383,0.21052631578947367,0.6470588235294117,0.0,0.0,0.5944055944055944,0.0,0.5944055944055944,0.0,0.02528458908409187,0.0,0.05386028749345057,0.0,0.031323992524205535,0.0,0.027111078015584676,0.0,0.7294117647058823,0.0,0.5178571428571429,0.0,0.2906269206749707,0.0,0.004790465207831044,0.0,0.5837356675531827,0.0,0.5740305701125574,0.0,0.0
copeta_15cm_sensor_50cm_6_6 16_filtered.csv,0.08792139553214068,0.023436490909652503,0.3253568680772844,0.4942379984686055,0.06778555646167198,0.13636363636363638,0.06779661016949151,0.0,0.9615384615384616,0.15789473684210525,0.8823529411764706,0.33687232729083233,0.15789473684210525,0.8823529411764706,0.0,0.0,0.6643356643356644,0.0,0.6643356643356644,0.0,0.08792139553214068,0.0,0.24543768096496418,0.0,0.054861998451285386,0.0,0.09117732860901248,0.0,0.3411764705882353,0.0,0.5089285714285713,0.0,0.4917175994579048,0.0,0.004717750210181034,0.0,0.27565139671538524,0.0,0.5746203010149395,0.0,0.0
